"Pre-campaign expenditure";"Pre-campaign visits";"Total number of visits";"Total spend";"52 Mosaic Groups";"Mosaic Bands";"Year Of Birth";"Age";"Response to campaign"
98.0;2.0;3.0;128.0;31.0;7.0;1955.0;39.0;"Responder"
110.0;7.0;11.0;239.0;2.0;1.0;1955.0;39.0;"Responder"
124.0;7.0;8.0;150.0;9.0;3.0;1955.0;39.0;"Responder"
334.0;4.0;5.0;285.0;5.0;1.0;1955.0;39.0;"Responder"
65.0;5.0;6.0;70.0;13.0;4.0;1955.0;39.0;"Responder"
97.0;6.0;9.0;125.0;30.0;7.0;1955.0;39.0;"Responder"
15.0;1.0;1.0;15.0;48.0;11.0;1955.0;39.0;"Non-responder"
60.0;4.0;4.0;60.0;38.0;9.0;1955.0;39.0;"Non-responder"
124.0;4.0;4.0;124.0;2.0;1.0;1955.0;39.0;"Non-responder"
63.0;1.0;1.0;63.0;27.0;6.0;1955.0;39.0;"Non-responder"
81.0;2.0;2.0;81.0;23.0;5.0;1955.0;39.0;"Non-responder"
59.0;2.0;2.0;59.0;5.0;1.0;1955.0;39.0;"Non-responder"
80.0;7.0;7.0;80.0;31.0;7.0;1955.0;39.0;"Non-responder"
64.0;2.0;2.0;64.0;5.0;1.0;1955.0;39.0;"Non-responder"
97.0;6.0;6.0;97.0;6.0;2.0;1955.0;39.0;"Non-responder"
86.0;1.0;1.0;86.0;3.0;1.0;1955.0;39.0;"Non-responder"
74.0;3.0;3.0;74.0;12.0;3.0;1955.0;39.0;"Non-responder"
62.0;1.0;1.0;62.0;1.0;1.0;1955.0;39.0;"Non-responder"
74.0;2.0;2.0;74.0;31.0;7.0;1955.0;39.0;"Non-responder"
74.0;5.0;5.0;74.0;10.0;3.0;1955.0;39.0;"Non-responder"
64.0;2.0;2.0;64.0;44.0;10.0;1955.0;39.0;"Non-responder"
51.0;1.0;1.0;51.0;1.0;1.0;1955.0;39.0;"Non-responder"
54.0;3.0;3.0;54.0;11.0;3.0;1955.0;39.0;"Non-responder"
57.0;2.0;2.0;57.0;16.0;4.0;1955.0;39.0;"Non-responder"
69.0;10.0;10.0;69.0;3.0;1.0;1955.0;39.0;"Non-responder"
68.0;4.0;4.0;68.0;2.0;1.0;1955.0;39.0;"Non-responder"
83.0;2.0;2.0;83.0;10.0;3.0;1955.0;39.0;"Non-responder"
60.0;3.0;3.0;60.0;8.0;2.0;1955.0;39.0;"Non-responder"
54.0;1.0;1.0;54.0;8.0;2.0;1955.0;39.0;"Non-responder"
70.0;2.0;2.0;70.0;30.0;7.0;1955.0;39.0;"Non-responder"
370.0;5.0;5.0;370.0;1.0;1.0;1955.0;39.0;"Non-responder"
53.0;2.0;2.0;53.0;2.0;1.0;1955.0;39.0;"Non-responder"
82.0;4.0;4.0;82.0;30.0;7.0;1955.0;39.0;"Non-responder"
61.0;2.0;2.0;61.0;33.0;8.0;1955.0;39.0;"Non-responder"
83.0;3.0;3.0;83.0;24.0;6.0;1955.0;39.0;"Non-responder"
92.0;2.0;2.0;92.0;1.0;1.0;1955.0;39.0;"Non-responder"
58.0;1.0;1.0;58.0;44.0;10.0;1955.0;39.0;"Non-responder"
51.0;7.0;7.0;51.0;34.0;8.0;1955.0;39.0;"Non-responder"
52.0;1.0;1.0;52.0;10.0;3.0;1955.0;39.0;"Non-responder"
71.0;2.0;2.0;71.0;2.0;1.0;1955.0;39.0;"Non-responder"
340.0;19.0;26.0;407.0;29.0;6.0;1954.0;40.0;"Responder"
326.0;25.0;32.0;481.0;10.0;3.0;1954.0;40.0;"Responder"
53.0;4.0;11.0;74.0;3.0;1.0;1954.0;40.0;"Responder"
96.0;9.0;12.0;151.0;8.0;2.0;1954.0;40.0;"Responder"
63.0;7.0;10.0;77.0;2.0;1.0;1954.0;40.0;"Responder"
100.0;5.0;6.0;105.0;9.0;3.0;1954.0;40.0;"Responder"
86.0;6.0;7.0;108.0;31.0;7.0;1954.0;40.0;"Responder"
66.0;3.0;4.0;74.0;5.0;1.0;1954.0;40.0;"Responder"
57.0;3.0;4.0;77.0;12.0;3.0;1954.0;40.0;"Responder"
161.0;5.0;5.0;161.0;44.0;10.0;1954.0;40.0;"Non-responder"
60.0;1.0;1.0;60.0;2.0;1.0;1954.0;40.0;"Non-responder"
81.0;1.0;1.0;81.0;43.0;10.0;1954.0;40.0;"Non-responder"
94.0;4.0;4.0;94.0;12.0;3.0;1954.0;40.0;"Non-responder"
71.0;1.0;1.0;71.0;8.0;2.0;1954.0;40.0;"Non-responder"
28.0;3.0;3.0;28.0;8.0;2.0;1954.0;40.0;"Non-responder"
60.0;1.0;1.0;60.0;2.0;1.0;1954.0;40.0;"Non-responder"
51.0;1.0;1.0;51.0;10.0;3.0;1954.0;40.0;"Non-responder"
71.0;4.0;4.0;71.0;9.0;3.0;1954.0;40.0;"Non-responder"
82.0;5.0;5.0;82.0;44.0;10.0;1954.0;40.0;"Non-responder"
55.0;2.0;2.0;55.0;17.0;4.0;1954.0;40.0;"Non-responder"
52.0;2.0;2.0;52.0;10.0;3.0;1954.0;40.0;"Non-responder"
91.0;3.0;3.0;91.0;10.0;3.0;1954.0;40.0;"Non-responder"
62.0;1.0;1.0;62.0;29.0;6.0;1954.0;40.0;"Non-responder"
62.0;1.0;1.0;62.0;43.0;10.0;1954.0;40.0;"Non-responder"
353.0;10.0;11.0;359.0;31.0;7.0;1954.0;40.0;"Responder"
95.0;8.0;9.0;123.0;31.0;7.0;1954.0;40.0;"Responder"
113.0;8.0;13.0;149.0;31.0;7.0;1954.0;40.0;"Responder"
118.0;9.0;13.0;175.0;31.0;7.0;1954.0;40.0;"Responder"
120.0;4.0;7.0;201.0;3.0;1.0;1954.0;40.0;"Responder"
94.0;6.0;7.0;105.0;44.0;10.0;1954.0;40.0;"Responder"
58.0;1.0;6.0;251.0;51.0;12.0;1954.0;40.0;"Responder"
95.0;1.0;3.0;177.0;9.0;3.0;1954.0;40.0;"Responder"
86.0;1.0;2.0;131.0;10.0;3.0;1954.0;40.0;"Responder"
97.0;8.0;10.0;119.0;8.0;2.0;1954.0;40.0;"Responder"
79.0;7.0;10.0;109.0;47.0;11.0;1954.0;40.0;"Responder"
85.0;6.0;7.0;115.0;9.0;3.0;1954.0;40.0;"Responder"
224.0;12.0;12.0;224.0;10.0;3.0;1954.0;40.0;"Non-responder"
54.0;1.0;1.0;54.0;9.0;3.0;1954.0;40.0;"Non-responder"
99.0;1.0;1.0;99.0;47.0;11.0;1954.0;40.0;"Non-responder"
62.0;2.0;2.0;62.0;3.0;1.0;1954.0;40.0;"Non-responder"
80.0;2.0;2.0;80.0;20.0;5.0;1954.0;40.0;"Non-responder"
52.0;1.0;1.0;52.0;29.0;6.0;1954.0;40.0;"Non-responder"
99.0;1.0;1.0;99.0;31.0;7.0;1954.0;40.0;"Non-responder"
0.0;0.0;0.0;0.0;3.0;1.0;1954.0;40.0;"Non-responder"
92.0;8.0;8.0;92.0;5.0;1.0;1954.0;40.0;"Non-responder"
32.0;2.0;2.0;32.0;3.0;1.0;1954.0;40.0;"Non-responder"
94.0;2.0;2.0;94.0;1.0;1.0;1954.0;40.0;"Non-responder"
56.0;1.0;1.0;56.0;31.0;7.0;1954.0;40.0;"Non-responder"
50.0;1.0;1.0;50.0;47.0;11.0;1954.0;40.0;"Non-responder"
63.0;1.0;1.0;63.0;9.0;3.0;1954.0;40.0;"Non-responder"
68.0;4.0;4.0;68.0;7.0;2.0;1954.0;40.0;"Non-responder"
52.0;1.0;1.0;52.0;29.0;6.0;1954.0;40.0;"Non-responder"
55.0;3.0;3.0;55.0;34.0;8.0;1954.0;40.0;"Non-responder"
0.0;3.0;3.0;0.0;15.0;4.0;1954.0;40.0;"Non-responder"
43.0;2.0;2.0;43.0;9.0;3.0;1954.0;40.0;"Non-responder"
58.0;3.0;3.0;58.0;7.0;2.0;1954.0;40.0;"Non-responder"
134.0;5.0;5.0;134.0;39.0;9.0;1954.0;40.0;"Non-responder"
86.0;12.0;18.0;137.0;15.0;4.0;1953.0;41.0;"Responder"
68.0;3.0;4.0;77.0;31.0;7.0;1953.0;41.0;"Responder"
89.0;2.0;3.0;148.0;26.0;6.0;1953.0;41.0;"Responder"
61.0;7.0;8.0;64.0;2.0;1.0;1953.0;41.0;"Responder"
67.0;1.0;2.0;77.0;4.0;1.0;1953.0;41.0;"Responder"
82.0;2.0;2.0;82.0;6.0;2.0;1953.0;41.0;"Non-responder"
19.0;2.0;2.0;19.0;29.0;6.0;1953.0;41.0;"Non-responder"
52.0;4.0;4.0;52.0;8.0;2.0;1953.0;41.0;"Non-responder"
51.0;1.0;1.0;51.0;3.0;1.0;1953.0;41.0;"Non-responder"
56.0;2.0;2.0;56.0;17.0;4.0;1953.0;41.0;"Non-responder"
92.0;3.0;3.0;92.0;10.0;3.0;1953.0;41.0;"Non-responder"
68.0;2.0;2.0;68.0;29.0;6.0;1953.0;41.0;"Non-responder"
78.0;5.0;5.0;78.0;6.0;2.0;1953.0;41.0;"Non-responder"
77.0;5.0;5.0;77.0;32.0;7.0;1953.0;41.0;"Non-responder"
51.0;1.0;1.0;51.0;30.0;7.0;1953.0;41.0;"Non-responder"
83.0;5.0;5.0;83.0;13.0;4.0;1953.0;41.0;"Non-responder"
68.0;7.0;11.0;98.0;2.0;1.0;1953.0;41.0;"Responder"
71.0;5.0;8.0;83.0;3.0;1.0;1953.0;41.0;"Responder"
74.0;7.0;11.0;118.0;43.0;10.0;1953.0;41.0;"Responder"
58.0;2.0;4.0;80.0;6.0;2.0;1953.0;41.0;"Responder"
58.0;2.0;3.0;73.0;28.0;6.0;1953.0;41.0;"Responder"
141.0;11.0;12.0;147.0;41.0;10.0;1953.0;41.0;"Responder"
269.0;11.0;12.0;300.0;12.0;3.0;1953.0;41.0;"Responder"
60.0;3.0;5.0;85.0;44.0;10.0;1953.0;41.0;"Responder"
74.0;1.0;1.0;74.0;9.0;3.0;1953.0;41.0;"Non-responder"
44.0;2.0;2.0;44.0;5.0;1.0;1953.0;41.0;"Non-responder"
74.0;1.0;1.0;74.0;5.0;1.0;1953.0;41.0;"Non-responder"
81.0;1.0;1.0;81.0;9.0;3.0;1953.0;41.0;"Non-responder"
58.0;1.0;1.0;58.0;30.0;7.0;1953.0;41.0;"Non-responder"
88.0;1.0;1.0;88.0;9.0;3.0;1953.0;41.0;"Non-responder"
55.0;1.0;1.0;55.0;6.0;2.0;1953.0;41.0;"Non-responder"
59.0;3.0;3.0;59.0;13.0;4.0;1953.0;41.0;"Non-responder"
55.0;3.0;3.0;55.0;6.0;2.0;1953.0;41.0;"Non-responder"
62.0;1.0;1.0;62.0;7.0;2.0;1953.0;41.0;"Non-responder"
68.0;1.0;1.0;68.0;12.0;3.0;1953.0;41.0;"Non-responder"
53.0;2.0;2.0;53.0;11.0;3.0;1953.0;41.0;"Non-responder"
107.0;5.0;5.0;107.0;6.0;2.0;1953.0;41.0;"Non-responder"
76.0;1.0;1.0;76.0;44.0;10.0;1953.0;41.0;"Non-responder"
51.0;1.0;1.0;51.0;11.0;3.0;1953.0;41.0;"Non-responder"
64.0;3.0;3.0;64.0;9.0;3.0;1953.0;41.0;"Non-responder"
60.0;3.0;3.0;60.0;43.0;10.0;1953.0;41.0;"Non-responder"
64.0;1.0;1.0;64.0;33.0;8.0;1953.0;41.0;"Non-responder"
51.0;2.0;2.0;51.0;4.0;1.0;1953.0;41.0;"Non-responder"
52.0;2.0;2.0;52.0;44.0;10.0;1953.0;41.0;"Non-responder"
61.0;1.0;1.0;61.0;6.0;2.0;1953.0;41.0;"Non-responder"
56.0;4.0;4.0;56.0;24.0;6.0;1953.0;41.0;"Non-responder"
174.0;8.0;8.0;174.0;44.0;10.0;1953.0;41.0;"Non-responder"
69.0;2.0;2.0;69.0;11.0;3.0;1953.0;41.0;"Non-responder"
74.0;2.0;2.0;74.0;44.0;10.0;1953.0;41.0;"Non-responder"
57.0;1.0;1.0;57.0;33.0;8.0;1953.0;41.0;"Non-responder"
65.0;2.0;2.0;65.0;6.0;2.0;1953.0;41.0;"Non-responder"
80.0;2.0;2.0;80.0;8.0;2.0;1953.0;41.0;"Non-responder"
69.0;3.0;3.0;69.0;31.0;7.0;1953.0;41.0;"Non-responder"
56.0;1.0;1.0;56.0;11.0;3.0;1953.0;41.0;"Non-responder"
91.0;6.0;6.0;91.0;29.0;6.0;1953.0;41.0;"Non-responder"
51.0;1.0;1.0;51.0;8.0;2.0;1953.0;41.0;"Non-responder"
80.0;1.0;1.0;80.0;30.0;7.0;1953.0;41.0;"Non-responder"
53.0;4.0;5.0;98.0;20.0;5.0;1952.0;42.0;"Responder"
0.0;0.0;1.0;54.0;43.0;10.0;1952.0;42.0;"Responder"
65.0;1.0;4.0;209.0;44.0;10.0;1952.0;42.0;"Responder"
96.0;8.0;10.0;104.0;2.0;1.0;1952.0;42.0;"Responder"
95.0;4.0;5.0;107.0;13.0;4.0;1952.0;42.0;"Responder"
67.0;2.0;3.0;71.0;15.0;4.0;1952.0;42.0;"Responder"
59.0;2.0;3.0;84.0;44.0;10.0;1952.0;42.0;"Responder"
76.0;8.0;8.0;76.0;2.0;1.0;1952.0;42.0;"Non-responder"
58.0;3.0;3.0;58.0;44.0;10.0;1952.0;42.0;"Non-responder"
56.0;1.0;1.0;56.0;10.0;3.0;1952.0;42.0;"Non-responder"
81.0;4.0;4.0;81.0;29.0;6.0;1952.0;42.0;"Non-responder"
58.0;1.0;1.0;58.0;13.0;4.0;1952.0;42.0;"Non-responder"
58.0;1.0;1.0;58.0;31.0;7.0;1952.0;42.0;"Non-responder"
86.0;3.0;3.0;86.0;11.0;3.0;1952.0;42.0;"Non-responder"
63.0;1.0;1.0;63.0;31.0;7.0;1952.0;42.0;"Non-responder"
80.0;7.0;7.0;80.0;16.0;4.0;1952.0;42.0;"Non-responder"
0.0;0.0;0.0;0.0;3.0;1.0;1952.0;42.0;"Non-responder"
78.0;2.0;2.0;78.0;7.0;2.0;1952.0;42.0;"Non-responder"
93.0;2.0;2.0;93.0;7.0;2.0;1952.0;42.0;"Non-responder"
98.0;3.0;3.0;98.0;3.0;1.0;1952.0;42.0;"Non-responder"
83.0;1.0;1.0;83.0;1.0;1.0;1952.0;42.0;"Non-responder"
353.0;19.0;21.0;379.0;41.0;10.0;1952.0;42.0;"Responder"
955.0;36.0;42.0;1186.0;3.0;1.0;1952.0;42.0;"Responder"
84.0;7.0;8.0;133.0;31.0;7.0;1952.0;42.0;"Responder"
96.0;11.0;14.0;121.0;2.0;1.0;1952.0;42.0;"Responder"
55.0;4.0;6.0;71.0;15.0;4.0;1952.0;42.0;"Responder"
79.0;6.0;9.0;153.0;41.0;10.0;1952.0;42.0;"Responder"
56.0;1.0;2.0;90.0;4.0;1.0;1952.0;42.0;"Responder"
95.0;11.0;12.0;100.0;29.0;6.0;1952.0;42.0;"Responder"
29.0;1.0;3.0;67.0;6.0;2.0;1952.0;42.0;"Responder"
93.0;6.0;12.0;374.0;10.0;3.0;1952.0;42.0;"Responder"
62.0;4.0;5.0;72.0;6.0;2.0;1952.0;42.0;"Responder"
81.0;14.0;18.0;109.0;8.0;2.0;1952.0;42.0;"Responder"
86.0;5.0;8.0;119.0;44.0;10.0;1952.0;42.0;"Responder"
87.0;4.0;5.0;92.0;44.0;10.0;1952.0;42.0;"Responder"
56.0;3.0;4.0;63.0;9.0;3.0;1952.0;42.0;"Responder"
99.0;4.0;5.0;104.0;44.0;10.0;1952.0;42.0;"Responder"
51.0;2.0;5.0;120.0;44.0;10.0;1952.0;42.0;"Responder"
42.0;4.0;6.0;112.0;31.0;7.0;1952.0;42.0;"Responder"
60.0;3.0;3.0;60.0;31.0;7.0;1952.0;42.0;"Non-responder"
56.0;1.0;1.0;56.0;12.0;3.0;1952.0;42.0;"Non-responder"
99.0;1.0;1.0;99.0;6.0;2.0;1952.0;42.0;"Non-responder"
51.0;1.0;1.0;51.0;38.0;9.0;1952.0;42.0;"Non-responder"
82.0;3.0;3.0;82.0;44.0;10.0;1952.0;42.0;"Non-responder"
95.0;1.0;1.0;95.0;43.0;10.0;1952.0;42.0;"Non-responder"
40.0;7.0;7.0;40.0;7.0;2.0;1952.0;42.0;"Non-responder"
73.0;2.0;2.0;73.0;32.0;7.0;1952.0;42.0;"Non-responder"
67.0;4.0;4.0;67.0;10.0;3.0;1952.0;42.0;"Non-responder"
69.0;4.0;4.0;69.0;31.0;7.0;1952.0;42.0;"Non-responder"
68.0;6.0;6.0;68.0;44.0;10.0;1952.0;42.0;"Non-responder"
98.0;4.0;4.0;98.0;47.0;11.0;1952.0;42.0;"Non-responder"
52.0;5.0;5.0;52.0;10.0;3.0;1952.0;42.0;"Non-responder"
75.0;1.0;1.0;75.0;42.0;10.0;1952.0;42.0;"Non-responder"
76.0;8.0;8.0;76.0;7.0;2.0;1952.0;42.0;"Non-responder"
97.0;4.0;4.0;97.0;31.0;7.0;1952.0;42.0;"Non-responder"
108.0;5.0;5.0;108.0;31.0;7.0;1952.0;42.0;"Non-responder"
76.0;4.0;4.0;76.0;8.0;2.0;1952.0;42.0;"Non-responder"
68.0;1.0;1.0;68.0;39.0;9.0;1952.0;42.0;"Non-responder"
61.0;6.0;6.0;61.0;4.0;1.0;1952.0;42.0;"Non-responder"
53.0;3.0;3.0;53.0;31.0;7.0;1952.0;42.0;"Non-responder"
64.0;1.0;1.0;64.0;6.0;2.0;1952.0;42.0;"Non-responder"
92.0;3.0;3.0;92.0;3.0;1.0;1952.0;42.0;"Non-responder"
87.0;1.0;1.0;87.0;49.0;11.0;1952.0;42.0;"Non-responder"
68.0;1.0;1.0;68.0;1.0;1.0;1952.0;42.0;"Non-responder"
66.0;4.0;4.0;66.0;44.0;10.0;1952.0;42.0;"Non-responder"
91.0;9.0;9.0;91.0;11.0;3.0;1952.0;42.0;"Non-responder"
92.0;1.0;1.0;92.0;44.0;10.0;1952.0;42.0;"Non-responder"
59.0;1.0;1.0;59.0;38.0;9.0;1952.0;42.0;"Non-responder"
60.0;1.0;1.0;60.0;18.0;5.0;1952.0;42.0;"Non-responder"
88.0;9.0;10.0;123.0;7.0;2.0;1951.0;43.0;"Responder"
80.0;5.0;7.0;107.0;17.0;4.0;1951.0;43.0;"Responder"
55.0;1.0;4.0;69.0;43.0;10.0;1951.0;43.0;"Responder"
96.0;2.0;3.0;114.0;1.0;1.0;1951.0;43.0;"Responder"
80.0;3.0;4.0;91.0;3.0;1.0;1951.0;43.0;"Responder"
62.0;6.0;8.0;100.0;39.0;9.0;1951.0;43.0;"Responder"
93.0;4.0;5.0;97.0;10.0;3.0;1951.0;43.0;"Responder"
98.0;2.0;2.0;98.0;11.0;3.0;1951.0;43.0;"Non-responder"
53.0;1.0;1.0;53.0;2.0;1.0;1951.0;43.0;"Non-responder"
91.0;5.0;5.0;91.0;9.0;3.0;1951.0;43.0;"Non-responder"
59.0;3.0;3.0;59.0;32.0;7.0;1951.0;43.0;"Non-responder"
85.0;6.0;6.0;85.0;11.0;3.0;1951.0;43.0;"Non-responder"
87.0;2.0;2.0;87.0;39.0;9.0;1951.0;43.0;"Non-responder"
80.0;1.0;1.0;80.0;8.0;2.0;1951.0;43.0;"Non-responder"
33.0;4.0;4.0;33.0;8.0;2.0;1951.0;43.0;"Non-responder"
52.0;1.0;1.0;52.0;32.0;7.0;1951.0;43.0;"Non-responder"
52.0;1.0;1.0;52.0;3.0;1.0;1951.0;43.0;"Non-responder"
51.0;5.0;5.0;51.0;9.0;3.0;1951.0;43.0;"Non-responder"
208.0;11.0;14.0;297.0;5.0;1.0;1951.0;43.0;"Responder"
89.0;8.0;17.0;307.0;16.0;4.0;1951.0;43.0;"Responder"
108.0;12.0;15.0;230.0;14.0;4.0;1951.0;43.0;"Responder"
81.0;9.0;11.0;98.0;44.0;10.0;1951.0;43.0;"Responder"
110.0;5.0;7.0;156.0;11.0;3.0;1951.0;43.0;"Responder"
72.0;7.0;9.0;90.0;5.0;1.0;1951.0;43.0;"Responder"
71.0;6.0;7.0;73.0;13.0;4.0;1951.0;43.0;"Responder"
64.0;7.0;9.0;71.0;47.0;11.0;1951.0;43.0;"Responder"
89.0;1.0;2.0;115.0;5.0;1.0;1951.0;43.0;"Responder"
84.0;5.0;5.0;84.0;7.0;2.0;1951.0;43.0;"Non-responder"
79.0;9.0;9.0;79.0;44.0;10.0;1951.0;43.0;"Non-responder"
114.0;3.0;3.0;114.0;17.0;4.0;1951.0;43.0;"Non-responder"
68.0;1.0;1.0;68.0;11.0;3.0;1951.0;43.0;"Non-responder"
85.0;3.0;3.0;85.0;2.0;1.0;1951.0;43.0;"Non-responder"
68.0;1.0;1.0;68.0;8.0;2.0;1951.0;43.0;"Non-responder"
80.0;5.0;5.0;80.0;29.0;6.0;1951.0;43.0;"Non-responder"
51.0;2.0;2.0;51.0;13.0;4.0;1951.0;43.0;"Non-responder"
27.0;2.0;2.0;27.0;7.0;2.0;1951.0;43.0;"Non-responder"
68.0;3.0;3.0;68.0;17.0;4.0;1951.0;43.0;"Non-responder"
89.0;3.0;3.0;89.0;5.0;1.0;1951.0;43.0;"Non-responder"
77.0;1.0;1.0;77.0;9.0;3.0;1951.0;43.0;"Non-responder"
74.0;4.0;4.0;74.0;32.0;7.0;1951.0;43.0;"Non-responder"
51.0;2.0;2.0;51.0;30.0;7.0;1951.0;43.0;"Non-responder"
59.0;3.0;3.0;59.0;8.0;2.0;1951.0;43.0;"Non-responder"
11.0;1.0;1.0;11.0;44.0;10.0;1951.0;43.0;"Non-responder"
94.0;1.0;1.0;94.0;9.0;3.0;1951.0;43.0;"Non-responder"
80.0;2.0;2.0;80.0;44.0;10.0;1951.0;43.0;"Non-responder"
78.0;2.0;2.0;78.0;1.0;1.0;1951.0;43.0;"Non-responder"
79.0;4.0;4.0;79.0;41.0;10.0;1951.0;43.0;"Non-responder"
88.0;5.0;5.0;88.0;7.0;2.0;1951.0;43.0;"Non-responder"
94.0;1.0;1.0;94.0;28.0;6.0;1951.0;43.0;"Non-responder"
90.0;1.0;1.0;90.0;31.0;7.0;1951.0;43.0;"Non-responder"
79.0;1.0;1.0;79.0;30.0;7.0;1951.0;43.0;"Non-responder"
78.0;2.0;2.0;78.0;11.0;3.0;1951.0;43.0;"Non-responder"
330.0;24.0;26.0;424.0;2.0;1.0;1950.0;44.0;"Responder"
106.0;11.0;12.0;121.0;14.0;4.0;1950.0;44.0;"Responder"
66.0;2.0;4.0;90.0;6.0;2.0;1950.0;44.0;"Responder"
67.0;9.0;11.0;91.0;8.0;2.0;1950.0;44.0;"Responder"
72.0;3.0;9.0;140.0;1.0;1.0;1950.0;44.0;"Responder"
98.0;2.0;4.0;109.0;9.0;3.0;1950.0;44.0;"Responder"
57.0;3.0;3.0;57.0;12.0;3.0;1950.0;44.0;"Non-responder"
74.0;7.0;7.0;74.0;43.0;10.0;1950.0;44.0;"Non-responder"
54.0;1.0;1.0;54.0;24.0;6.0;1950.0;44.0;"Non-responder"
0.0;0.0;0.0;0.0;29.0;6.0;1950.0;44.0;"Non-responder"
70.0;3.0;3.0;70.0;32.0;7.0;1950.0;44.0;"Non-responder"
79.0;3.0;3.0;79.0;27.0;6.0;1950.0;44.0;"Non-responder"
95.0;5.0;5.0;95.0;27.0;6.0;1950.0;44.0;"Non-responder"
92.0;1.0;1.0;92.0;30.0;7.0;1950.0;44.0;"Non-responder"
77.0;2.0;2.0;77.0;5.0;1.0;1950.0;44.0;"Non-responder"
84.0;1.0;1.0;84.0;36.0;8.0;1950.0;44.0;"Non-responder"
66.0;1.0;1.0;66.0;8.0;2.0;1950.0;44.0;"Non-responder"
72.0;1.0;1.0;72.0;8.0;2.0;1950.0;44.0;"Non-responder"
77.0;4.0;4.0;77.0;3.0;1.0;1950.0;44.0;"Non-responder"
52.0;3.0;3.0;52.0;26.0;6.0;1950.0;44.0;"Non-responder"
86.0;3.0;3.0;86.0;9.0;3.0;1950.0;44.0;"Non-responder"
78.0;4.0;4.0;78.0;9.0;3.0;1950.0;44.0;"Non-responder"
1303.0;116.0;131.0;1526.0;37.0;9.0;1950.0;44.0;"Responder"
890.0;71.0;75.0;932.0;9.0;3.0;1950.0;44.0;"Responder"
92.0;10.0;15.0;119.0;2.0;1.0;1950.0;44.0;"Responder"
80.0;2.0;3.0;97.0;14.0;4.0;1950.0;44.0;"Responder"
74.0;6.0;9.0;111.0;24.0;6.0;1950.0;44.0;"Responder"
81.0;6.0;8.0;101.0;8.0;2.0;1950.0;44.0;"Responder"
78.0;6.0;9.0;95.0;10.0;3.0;1950.0;44.0;"Responder"
81.0;2.0;4.0;90.0;13.0;4.0;1950.0;44.0;"Responder"
59.0;3.0;4.0;109.0;39.0;9.0;1950.0;44.0;"Responder"
90.0;5.0;6.0;83.0;3.0;1.0;1950.0;44.0;"Responder"
46.0;7.0;11.0;65.0;2.0;1.0;1950.0;44.0;"Responder"
190.0;7.0;8.0;201.0;16.0;4.0;1950.0;44.0;"Responder"
63.0;2.0;3.0;84.0;48.0;11.0;1950.0;44.0;"Responder"
93.0;9.0;21.0;305.0;43.0;10.0;1950.0;44.0;"Responder"
71.0;1.0;1.0;71.0;2.0;1.0;1950.0;44.0;"Non-responder"
70.0;1.0;1.0;70.0;39.0;9.0;1950.0;44.0;"Non-responder"
67.0;5.0;5.0;67.0;17.0;4.0;1950.0;44.0;"Non-responder"
79.0;3.0;3.0;79.0;3.0;1.0;1950.0;44.0;"Non-responder"
68.0;1.0;1.0;68.0;13.0;4.0;1950.0;44.0;"Non-responder"
80.0;1.0;1.0;80.0;2.0;1.0;1950.0;44.0;"Non-responder"
82.0;2.0;2.0;82.0;2.0;1.0;1950.0;44.0;"Non-responder"
92.0;2.0;2.0;92.0;9.0;3.0;1950.0;44.0;"Non-responder"
58.0;7.0;7.0;58.0;3.0;1.0;1950.0;44.0;"Non-responder"
90.0;4.0;4.0;90.0;3.0;1.0;1950.0;44.0;"Non-responder"
0.0;0.0;0.0;0.0;39.0;9.0;1950.0;44.0;"Non-responder"
67.0;4.0;4.0;67.0;44.0;10.0;1950.0;44.0;"Non-responder"
55.0;1.0;1.0;55.0;3.0;1.0;1950.0;44.0;"Non-responder"
59.0;1.0;1.0;59.0;34.0;8.0;1950.0;44.0;"Non-responder"
72.0;1.0;1.0;72.0;31.0;7.0;1950.0;44.0;"Non-responder"
280.0;5.0;5.0;280.0;7.0;2.0;1950.0;44.0;"Non-responder"
79.0;3.0;3.0;79.0;16.0;4.0;1950.0;44.0;"Non-responder"
60.0;3.0;3.0;60.0;9.0;3.0;1950.0;44.0;"Non-responder"
96.0;5.0;5.0;96.0;43.0;10.0;1950.0;44.0;"Non-responder"
92.0;1.0;1.0;92.0;6.0;2.0;1950.0;44.0;"Non-responder"
59.0;2.0;2.0;59.0;9.0;3.0;1950.0;44.0;"Non-responder"
53.0;1.0;1.0;53.0;3.0;1.0;1950.0;44.0;"Non-responder"
64.0;14.0;14.0;64.0;29.0;6.0;1950.0;44.0;"Non-responder"
58.0;2.0;2.0;58.0;3.0;1.0;1950.0;44.0;"Non-responder"
70.0;1.0;1.0;70.0;5.0;1.0;1950.0;44.0;"Non-responder"
102.0;8.0;8.0;102.0;6.0;2.0;1950.0;44.0;"Non-responder"
78.0;3.0;3.0;78.0;45.0;11.0;1950.0;44.0;"Non-responder"
1010.0;45.0;48.0;1050.0;44.0;10.0;1949.0;45.0;"Responder"
317.0;17.0;19.0;352.0;7.0;2.0;1949.0;45.0;"Responder"
86.0;7.0;10.0;136.0;10.0;3.0;1949.0;45.0;"Responder"
89.0;6.0;9.0;247.0;10.0;3.0;1949.0;45.0;"Responder"
56.0;3.0;7.0;130.0;2.0;1.0;1949.0;45.0;"Responder"
95.0;1.0;1.0;95.0;3.0;1.0;1949.0;45.0;"Non-responder"
