"Pre-campaign expenditure","Pre-campaign visits","Pre-campaign spend category","Pre-campaign visits category","Total number of visits","Total spend","Post Code","52 Mosaic Groups","Mosaic Bands","Title","Gender","Year Of Birth","Age","Age category","Response to campaign"
60.0,6.0,"£50-£100","5 Or More Visits",8.0,68.0,"N 22 6PY",24.0,6.0,"MR","Male",1941.0,53.0,"46-55 years","Responder"
66.0,3.0,"£50-£100","3 Visits",7.0,100.0,"CF 4 5JY",31.0,7.0,"MR","Male",1941.0,53.0,"46-55 years","Responder"
116.0,12.0,"£100-£150","5 Or More Visits",15.0,187.0,"HP20 1QE",5.0,1.0,"MR","Male",1941.0,53.0,"46-55 years","Responder"
79.0,4.0,"£50-£100","4 Visits",6.0,219.0,"OX16 9ED",39.0,9.0,"MR","Male",1941.0,53.0,"46-55 years","Responder"
81.0,11.0,"£50-£100","5 Or More Visits",18.0,137.0,"WA10 5DF",39.0,9.0,"MR","Male",1941.0,53.0,"46-55 years","Responder"
76.0,7.0,"£50-£100","5 Or More Visits",8.0,80.0,"BB10 1AL",27.0,6.0,"MR","Male",1941.0,53.0,"46-55 years","Responder"
63.0,1.0,"£50-£100","1 Visit",1.0,63.0,"YO 4 2JQ",11.0,3.0,"MR","Male",1941.0,53.0,"46-55 years","Non-responder"
93.0,1.0,"£50-£100","1 Visit",1.0,93.0,"NP 1 9AH",10.0,3.0,"MR","Male",1941.0,53.0,"46-55 years","Non-responder"
75.0,1.0,"£50-£100","1 Visit",1.0,75.0,"RM 6 5RT",30.0,7.0,"MR","Male",1941.0,53.0,"46-55 years","Non-responder"
67.0,1.0,"£50-£100","1 Visit",1.0,67.0,"BB11 5JN",11.0,3.0,"MR","Male",1941.0,53.0,"46-55 years","Non-responder"
83.0,5.0,"£50-£100","5 Or More Visits",5.0,83.0,"LE 8 3QG",10.0,3.0,"MR","Male",1941.0,53.0,"46-55 years","Non-responder"
74.0,2.0,"£50-£100","2 Visits",2.0,74.0,"SS17 9DD",44.0,10.0,"MR","Male",1941.0,53.0,"46-55 years","Non-responder"
0.0,0.0,"Under £50","No Visits",0.0,0.0,"DN15 6SD",13.0,4.0,"MR","Male",1941.0,53.0,"46-55 years","Non-responder"
95.0,5.0,"£50-£100","5 Or More Visits",5.0,95.0,"L 21 7LW",13.0,4.0,"MR","Male",1941.0,53.0,"46-55 years","Non-responder"
97.0,2.0,"£50-£100","2 Visits",2.0,97.0,"CR 0 4QD",30.0,7.0,"MR","Male",1941.0,53.0,"46-55 years","Non-responder"
50.0,1.0,"£50-£100","1 Visit",1.0,50.0,"TW 5 0JR",7.0,2.0,"MR","Male",1941.0,53.0,"46-55 years","Non-responder"
70.0,2.0,"£50-£100","2 Visits",2.0,70.0,"LU 3 3QS",9.0,3.0,"MR","Male",1941.0,53.0,"46-55 years","Non-responder"
56.0,4.0,"£50-£100","4 Visits",4.0,56.0,"WD 2 4SD",30.0,7.0,"MR","Male",1941.0,53.0,"46-55 years","Non-responder"
57.0,8.0,"£50-£100","5 Or More Visits",8.0,57.0,"CV22 7JD",44.0,10.0,"MR","Male",1941.0,53.0,"46-55 years","Non-responder"
114.0,5.0,"£100-£150","5 Or More Visits",6.0,135.0,"TN15 7HH",6.0,2.0,"MRS","Female",1940.0,54.0,"46-55 years","Responder"
107.0,7.0,"£100-£150","5 Or More Visits",9.0,124.0,"SG 1 5DJ",7.0,2.0,"MRS","Female",1940.0,54.0,"46-55 years","Responder"
75.0,5.0,"£50-£100","5 Or More Visits",7.0,170.0,"TW18 2HE",40.0,9.0,"MRS","Female",1940.0,54.0,"46-55 years","Responder"
221.0,4.0,"£200-£300","4 Visits",9.0,295.0,"LS29 6LP",1.0,1.0,"MRS","Female",1940.0,54.0,"46-55 years","Responder"
66.0,1.0,"£50-£100","1 Visit",1.0,66.0,"KT18 7SQ",7.0,2.0,"MRS","Female",1940.0,54.0,"46-55 years","Non-responder"
61.0,1.0,"£50-£100","1 Visit",1.0,61.0,"SW20 9ER",30.0,7.0,"MRS","Female",1940.0,54.0,"46-55 years","Non-responder"
66.0,2.0,"£50-£100","2 Visits",2.0,66.0,"PO 6 3ER",5.0,1.0,"MRS","Female",1940.0,54.0,"46-55 years","Non-responder"
58.0,1.0,"£50-£100","1 Visit",1.0,58.0,"GU 2 6RQ",2.0,1.0,"MS","Female",1940.0,54.0,"46-55 years","Non-responder"
61.0,2.0,"£50-£100","2 Visits",2.0,61.0,"B 90 1AP",11.0,3.0,"MISS","Female",1940.0,54.0,"46-55 years","Non-responder"
82.0,1.0,"£50-£100","1 Visit",1.0,82.0,"DN22 7HA",5.0,1.0,"MRS","Female",1940.0,54.0,"46-55 years","Non-responder"
912.0,37.0,"Over £500","5 Or More Visits",44.0,1048.0,"NN11 4EF",10.0,3.0,"Mr","Male",1940.0,54.0,"46-55 years","Responder"
198.0,14.0,"£150-£200","5 Or More Visits",18.0,276.0,"OX11 8TD",8.0,2.0,"Mr","Male",1940.0,54.0,"46-55 years","Responder"
364.0,28.0,"£300-£500","5 Or More Visits",34.0,445.0,"SG17 5LX",6.0,2.0,"Mr","Male",1940.0,54.0,"46-55 years","Responder"
74.0,6.0,"£50-£100","5 Or More Visits",7.0,103.0,"LN10 6SY",39.0,9.0,"MR","Male",1940.0,54.0,"46-55 years","Responder"
468.0,16.0,"£300-£500","5 Or More Visits",25.0,939.0,"CH 4 8AA",1.0,1.0,"Mr","Male",1940.0,54.0,"46-55 years","Responder"
80.0,4.0,"£50-£100","4 Visits",6.0,94.0,"HP15 7HA",7.0,2.0,"MR","Male",1940.0,54.0,"46-55 years","Responder"
94.0,5.0,"£50-£100","5 Or More Visits",11.0,124.0,"BS10 6JN",31.0,7.0,"MR","Male",1940.0,54.0,"46-55 years","Responder"
83.0,11.0,"£50-£100","5 Or More Visits",13.0,120.0,"LL13 8HD",12.0,3.0,"MR","Male",1940.0,54.0,"46-55 years","Responder"
71.0,2.0,"£50-£100","2 Visits",4.0,93.0,"KT19 8JN",4.0,1.0,"MR","Male",1940.0,54.0,"46-55 years","Responder"
64.0,2.0,"£50-£100","2 Visits",4.0,78.0,"W 13 9JT",36.0,8.0,"MR","Male",1940.0,54.0,"46-55 years","Responder"
36.0,3.0,"Under £50","3 Visits",4.0,63.0,"BD20 6HY",9.0,3.0,"MR","Male",1940.0,54.0,"46-55 years","Responder"
18.0,2.0,"Under £50","2 Visits",4.0,52.0,"L 63 0PQ",9.0,3.0,"MR","Male",1940.0,54.0,"46-55 years","Responder"
302.0,10.0,"£300-£500","5 Or More Visits",10.0,302.0,"GU15 1RQ",2.0,1.0,"Mr","Male",1940.0,54.0,"46-55 years","Non-responder"
60.0,3.0,"£50-£100","3 Visits",3.0,60.0,"DE11 7ET",6.0,2.0,"MR","Male",1940.0,54.0,"46-55 years","Non-responder"
101.0,6.0,"£100-£150","5 Or More Visits",6.0,101.0,"CF38 2LP",44.0,10.0,"Mr","Male",1940.0,54.0,"46-55 years","Non-responder"
55.0,4.0,"£50-£100","4 Visits",4.0,55.0,"AL 2 1PQ",8.0,2.0,"MR","Male",1940.0,54.0,"46-55 years","Non-responder"
80.0,3.0,"£50-£100","3 Visits",3.0,80.0,"CM11 1SD",3.0,1.0,"MR","Male",1940.0,54.0,"46-55 years","Non-responder"
84.0,3.0,"£50-£100","3 Visits",3.0,84.0,"BS20 9XB",3.0,1.0,"MR","Male",1940.0,54.0,"46-55 years","Non-responder"
98.0,1.0,"£50-£100","1 Visit",1.0,98.0,"SL 6 3BA",9.0,3.0,"MR","Male",1940.0,54.0,"46-55 years","Non-responder"
64.0,1.0,"£50-£100","1 Visit",1.0,64.0,"GU15 3AG",7.0,2.0,"MR","Male",1940.0,54.0,"46-55 years","Non-responder"
56.0,2.0,"£50-£100","2 Visits",2.0,56.0,"GU20 6EA",3.0,1.0,"MR","Male",1940.0,54.0,"46-55 years","Non-responder"
87.0,1.0,"£50-£100","1 Visit",1.0,87.0,"DN15 8LY",10.0,3.0,"MR","Male",1940.0,54.0,"46-55 years","Non-responder"
63.0,2.0,"£50-£100","2 Visits",2.0,63.0,"CV 7 9AS",10.0,3.0,"MR","Male",1940.0,54.0,"46-55 years","Non-responder"
55.0,1.0,"£50-£100","1 Visit",1.0,55.0,"EN 5 3BX",37.0,9.0,"MR","Male",1940.0,54.0,"46-55 years","Non-responder"
94.0,1.0,"£50-£100","1 Visit",1.0,94.0,"HR 2 9SU",6.0,2.0,"MR","Male",1940.0,54.0,"46-55 years","Non-responder"
52.0,2.0,"£50-£100","2 Visits",2.0,52.0,"OL 1 2NR",15.0,4.0,"MR","Male",1940.0,54.0,"46-55 years","Non-responder"
52.0,6.0,"£50-£100","5 Or More Visits",6.0,52.0,"NR30 5BU",31.0,7.0,"MR","Male",1940.0,54.0,"46-55 years","Non-responder"
99.0,1.0,"£50-£100","1 Visit",1.0,99.0,"WA 9 4LH",10.0,3.0,"MR","Male",1940.0,54.0,"46-55 years","Non-responder"
61.0,1.0,"£50-£100","1 Visit",1.0,61.0,"PL 9 7DT",8.0,2.0,"MR","Male",1940.0,54.0,"46-55 years","Non-responder"
54.0,5.0,"£50-£100","5 Or More Visits",5.0,54.0,"LU 4 8RB",8.0,2.0,"MR","Male",1940.0,54.0,"46-55 years","Non-responder"
50.0,3.0,"£50-£100","3 Visits",3.0,50.0,"LE11 3NP",32.0,7.0,"MR","Male",1940.0,54.0,"46-55 years","Non-responder"
69.0,1.0,"£50-£100","1 Visit",1.0,69.0,"DN 2 5SE",10.0,3.0,"MR","Male",1940.0,54.0,"46-55 years","Non-responder"
53.0,2.0,"£50-£100","2 Visits",4.0,68.0,"DY 8 4BE",9.0,3.0,"MRS","Female",1939.0,55.0,"46-55 years","Responder"
0.0,0.0,"Under £50","No Visits",0.0,0.0,"E  4 6LX",8.0,2.0,"MRS","Female",1939.0,55.0,"46-55 years","Non-responder"
60.0,1.0,"£50-£100","1 Visit",1.0,60.0,"NG31 8AD",6.0,2.0,"MRS","Female",1939.0,55.0,"46-55 years","Non-responder"
62.0,2.0,"£50-£100","2 Visits",2.0,62.0,"L 37 4DD",8.0,2.0,"MRS","Female",1939.0,55.0,"46-55 years","Non-responder"
51.0,2.0,"£50-£100","2 Visits",2.0,51.0,"PE 4 7YW",13.0,4.0,"MRS","Female",1939.0,55.0,"46-55 years","Non-responder"
60.0,1.0,"£50-£100","1 Visit",1.0,60.0,"MK 8 8JE",2.0,1.0,"MRS","Female",1939.0,55.0,"46-55 years","Non-responder"
55.0,3.0,"£50-£100","3 Visits",3.0,55.0,"BD15 0EY",1.0,1.0,"MRS","Female",1939.0,55.0,"46-55 years","Non-responder"
215.0,15.0,"£200-£300","5 Or More Visits",22.0,303.0,"CV21 4BP",9.0,3.0,"Mr","Male",1939.0,55.0,"46-55 years","Responder"
419.0,30.0,"£300-£500","5 Or More Visits",33.0,463.0,"PL20 7DT",50.0,11.0,"Mr","Male",1939.0,55.0,"46-55 years","Responder"
81.0,12.0,"£50-£100","5 Or More Visits",18.0,187.0,"SS 7 4AL",9.0,3.0,"MR","Male",1939.0,55.0,"46-55 years","Responder"
95.0,11.0,"£50-£100","5 Or More Visits",14.0,125.0,"GU15 2DB",3.0,1.0,"MR","Male",1939.0,55.0,"46-55 years","Responder"
64.0,4.0,"£50-£100","4 Visits",5.0,67.0,"NG 9 6FT",7.0,2.0,"MR","Male",1939.0,55.0,"46-55 years","Responder"
97.0,4.0,"£50-£100","4 Visits",7.0,179.0,"HA 9 8LZ",8.0,2.0,"MR","Male",1939.0,55.0,"46-55 years","Responder"
65.0,3.0,"£50-£100","3 Visits",5.0,76.0,"LE12 9HZ",13.0,4.0,"MR","Male",1939.0,55.0,"46-55 years","Responder"
82.0,3.0,"£50-£100","3 Visits",3.0,82.0,"CV 4 9FY",10.0,3.0,"MR","Male",1939.0,55.0,"46-55 years","Non-responder"
61.0,6.0,"£50-£100","5 Or More Visits",6.0,61.0,"BB 1 9LF",6.0,2.0,"MR","Male",1939.0,55.0,"46-55 years","Non-responder"
98.0,10.0,"£50-£100","5 Or More Visits",10.0,98.0,"PO 2 7HQ",14.0,4.0,"MR","Male",1939.0,55.0,"46-55 years","Non-responder"
84.0,1.0,"£50-£100","1 Visit",1.0,84.0,"W  9 3BD",24.0,6.0,"MR","Male",1939.0,55.0,"46-55 years","Non-responder"
79.0,6.0,"£50-£100","5 Or More Visits",6.0,79.0,"NW 9 8DE",34.0,8.0,"MR","Male",1939.0,55.0,"46-55 years","Non-responder"
99.0,6.0,"£50-£100","5 Or More Visits",6.0,99.0,"NW 4 3HG",24.0,6.0,"MR","Male",1939.0,55.0,"46-55 years","Non-responder"
67.0,3.0,"£50-£100","3 Visits",3.0,67.0,"LN 2 3NU",44.0,10.0,"MR","Male",1939.0,55.0,"46-55 years","Non-responder"
94.0,5.0,"£50-£100","5 Or More Visits",5.0,94.0,"WV 8 1BW",6.0,2.0,"MR","Male",1939.0,55.0,"46-55 years","Non-responder"
82.0,1.0,"£50-£100","1 Visit",1.0,82.0,"WA12 9HF",31.0,7.0,"MR","Male",1939.0,55.0,"46-55 years","Non-responder"
71.0,3.0,"£50-£100","3 Visits",3.0,71.0,"L 40 5TG",10.0,3.0,"MR","Male",1939.0,55.0,"46-55 years","Non-responder"
95.0,3.0,"£50-£100","3 Visits",5.0,126.0,"DE 5 3PZ",10.0,3.0,"MRS","Female",1938.0,56.0,"56-65 years","Responder"
72.0,3.0,"£50-£100","3 Visits",6.0,195.0,"LE10 2LF",2.0,1.0,"MRS","Female",1938.0,56.0,"56-65 years","Responder"
20.0,4.0,"Under £50","4 Visits",5.0,24.0,"NW 9 7LG",39.0,9.0,"MRS","Female",1938.0,56.0,"56-65 years","Responder"
56.0,1.0,"£50-£100","1 Visit",1.0,56.0,"DY 8 5LW",10.0,3.0,"MRS","Female",1938.0,56.0,"56-65 years","Non-responder"
107.0,4.0,"£100-£150","4 Visits",4.0,107.0,"TS17 7EP",29.0,6.0,"MRS","Female",1938.0,56.0,"56-65 years","Non-responder"
66.0,1.0,"£50-£100","1 Visit",1.0,66.0,"PR 5 2AY",3.0,1.0,"MRS","Female",1938.0,56.0,"56-65 years","Non-responder"
92.0,4.0,"£50-£100","4 Visits",4.0,92.0,"B 44 0QS",20.0,5.0,"MISS","Female",1938.0,56.0,"56-65 years","Non-responder"
50.0,2.0,"£50-£100","2 Visits",2.0,50.0,"PO21 2QE",41.0,10.0,"MRS","Female",1938.0,56.0,"56-65 years","Non-responder"
55.0,3.0,"£50-£100","3 Visits",3.0,55.0,"TR 7 1TS",7.0,2.0,"MRS","Female",1938.0,56.0,"56-65 years","Non-responder"
76.0,3.0,"£50-£100","3 Visits",3.0,76.0,"SK 6 1JX",9.0,3.0,"MRS","Female",1938.0,56.0,"56-65 years","Non-responder"
119.0,10.0,"£100-£150","5 Or More Visits",14.0,140.0,"BS13 8HX",31.0,7.0,"MR","Male",1938.0,56.0,"56-65 years","Responder"
61.0,4.0,"£50-£100","4 Visits",6.0,71.0,"BN 6 9SB",5.0,1.0,"MR","Male",1938.0,56.0,"56-65 years","Responder"
73.0,4.0,"£50-£100","4 Visits",5.0,74.0,"WV12 5PQ",10.0,3.0,"MR","Male",1938.0,56.0,"56-65 years","Responder"
85.0,1.0,"£50-£100","1 Visit",2.0,93.0,"OX 2 9HU",1.0,1.0,"MR","Male",1938.0,56.0,"56-65 years","Responder"
65.0,2.0,"£50-£100","2 Visits",6.0,97.0,"LA 3 1NN",32.0,7.0,"MR","Male",1938.0,56.0,"56-65 years","Responder"
68.0,6.0,"£50-£100","5 Or More Visits",9.0,148.0,"YO 3 3ED",9.0,3.0,"MR","Male",1938.0,56.0,"56-65 years","Responder"
63.0,2.0,"£50-£100","2 Visits",5.0,78.0,"GU17 0LE",44.0,10.0,"MR","Male",1938.0,56.0,"56-65 years","Responder"
72.0,1.0,"£50-£100","1 Visit",6.0,100.0,"RG11 2TR",3.0,1.0,"MR","Male",1938.0,56.0,"56-65 years","Responder"
101.0,5.0,"£100-£150","5 Or More Visits",12.0,153.0,"DN16 3SX",10.0,3.0,"MR","Male",1938.0,56.0,"56-65 years","Responder"
90.0,1.0,"£50-£100","1 Visit",6.0,285.0,"KT18 5PQ",31.0,7.0,"MR","Male",1938.0,56.0,"56-65 years","Responder"
68.0,2.0,"£50-£100","2 Visits",3.0,82.0,"SO52 9FX",6.0,2.0,"MR","Male",1938.0,56.0,"56-65 years","Responder"
266.0,5.0,"£200-£300","5 Or More Visits",7.0,304.0,"WV 4 4DQ",31.0,7.0,"MR","Male",1938.0,56.0,"56-65 years","Responder"
96.0,1.0,"£50-£100","1 Visit",1.0,96.0,"PR 3 5JU",5.0,1.0,"MR","Male",1938.0,56.0,"56-65 years","Non-responder"
80.0,1.0,"£50-£100","1 Visit",1.0,80.0,"PR 2 4JH",8.0,2.0,"MR","Male",1938.0,56.0,"56-65 years","Non-responder"
76.0,3.0,"£50-£100","3 Visits",3.0,76.0,"BA21 3AY",10.0,3.0,"MR","Male",1938.0,56.0,"56-65 years","Non-responder"
71.0,3.0,"£50-£100","3 Visits",3.0,71.0,"BN21 1QT",7.0,2.0,"MR","Male",1938.0,56.0,"56-65 years","Non-responder"
62.0,1.0,"£50-£100","1 Visit",1.0,62.0,"EN 2 7NL",8.0,2.0,"MR","Male",1938.0,56.0,"56-65 years","Non-responder"
52.0,4.0,"£50-£100","4 Visits",4.0,52.0,"SN 6 7HW",6.0,2.0,"MR","Male",1938.0,56.0,"56-65 years","Non-responder"
55.0,2.0,"£50-£100","2 Visits",2.0,55.0,"NG 8 2FU",10.0,3.0,"MR","Male",1938.0,56.0,"56-65 years","Non-responder"
53.0,2.0,"£50-£100","2 Visits",2.0,53.0,"RG 9 1RR",3.0,1.0,"MR","Male",1938.0,56.0,"56-65 years","Non-responder"
59.0,6.0,"£50-£100","5 Or More Visits",6.0,59.0,"GU15 1DB",3.0,1.0,"MR","Male",1938.0,56.0,"56-65 years","Non-responder"
66.0,9.0,"£50-£100","5 Or More Visits",9.0,66.0,"LS18 4JH",8.0,2.0,"MR","Male",1938.0,56.0,"56-65 years","Non-responder"
94.0,4.0,"£50-£100","4 Visits",4.0,94.0,"HR 4 0DE",33.0,8.0,"MR","Male",1938.0,56.0,"56-65 years","Non-responder"
88.0,10.0,"£50-£100","5 Or More Visits",10.0,88.0,"SK14 2RN",29.0,6.0,"MR","Male",1938.0,56.0,"56-65 years","Non-responder"
63.0,5.0,"£50-£100","5 Or More Visits",5.0,63.0,"CR 5 3RL",4.0,1.0,"MR","Male",1938.0,56.0,"56-65 years","Non-responder"
74.0,1.0,"£50-£100","1 Visit",1.0,74.0,"KT15 2ET",9.0,3.0,"MR","Male",1938.0,56.0,"56-65 years","Non-responder"
70.0,4.0,"£50-£100","4 Visits",4.0,70.0,"WF12 0DQ",11.0,3.0,"MR","Male",1938.0,56.0,"56-65 years","Non-responder"
58.0,1.0,"£50-£100","1 Visit",1.0,58.0,"TS 5 5EQ",8.0,2.0,"MR","Male",1938.0,56.0,"56-65 years","Non-responder"
78.0,1.0,"£50-£100","1 Visit",1.0,78.0,"DA16 2JT",8.0,2.0,"MR","Male",1938.0,56.0,"56-65 years","Non-responder"
69.0,3.0,"£50-£100","3 Visits",3.0,69.0,"BB10 1JH",27.0,6.0,"MR","Male",1938.0,56.0,"56-65 years","Non-responder"
51.0,3.0,"£50-£100","3 Visits",3.0,51.0,"ME 9 8JW",1.0,1.0,"MR","Male",1938.0,56.0,"56-65 years","Non-responder"
92.0,4.0,"£50-£100","4 Visits",13.0,175.0,"SK 3 9RW",11.0,3.0,"MRS","Female",1937.0,57.0,"56-65 years","Responder"
164.0,25.0,"£150-£200","5 Or More Visits",33.0,269.0,"BD21 4TB",9.0,3.0,"MRS","Female",1937.0,57.0,"56-65 years","Responder"
75.0,5.0,"£50-£100","5 Or More Visits",5.0,75.0,"CV22 5JP",10.0,3.0,"MRS","Female",1937.0,57.0,"56-65 years","Non-responder"
72.0,1.0,"£50-£100","1 Visit",1.0,72.0,"ST 7 3EL",10.0,3.0,"MRS","Female",1937.0,57.0,"56-65 years","Non-responder"
111.0,3.0,"£100-£150","3 Visits",3.0,111.0,"N 22 5HB",24.0,6.0,"MRS","Female",1937.0,57.0,"56-65 years","Non-responder"
60.0,1.0,"£50-£100","1 Visit",1.0,60.0,"PE 7 3EW",11.0,3.0,"MRS","Female",1937.0,57.0,"56-65 years","Non-responder"
96.0,2.0,"£50-£100","2 Visits",2.0,96.0,"DE15 9LU",13.0,4.0,"MRS","Female",1937.0,57.0,"56-65 years","Non-responder"
57.0,1.0,"£50-£100","1 Visit",1.0,57.0,"GU34 2TU",2.0,1.0,"MS","Female",1937.0,57.0,"56-65 years","Non-responder"
67.0,4.0,"£50-£100","4 Visits",4.0,67.0,"TW16 7DB",23.0,5.0,"MRS","Female",1937.0,57.0,"56-65 years","Non-responder"
56.0,3.0,"£50-£100","3 Visits",3.0,56.0,"CO 7 6YG",3.0,1.0,"MRS","Female",1937.0,57.0,"56-65 years","Non-responder"
64.0,5.0,"£50-£100","5 Or More Visits",5.0,64.0,"BD20 6RU",10.0,3.0,"MRS","Female",1937.0,57.0,"56-65 years","Non-responder"
75.0,4.0,"£50-£100","4 Visits",6.0,102.0,"HP13 5LS",6.0,2.0,"MR","Male",1937.0,57.0,"56-65 years","Responder"
86.0,10.0,"£50-£100","5 Or More Visits",12.0,123.0,"B 30 1DH",34.0,8.0,"MR","Male",1937.0,57.0,"56-65 years","Responder"
86.0,7.0,"£50-£100","5 Or More Visits",8.0,90.0,"DY 9 9LE",5.0,1.0,"MR","Male",1937.0,57.0,"56-65 years","Responder"
74.0,9.0,"£50-£100","5 Or More Visits",13.0,132.0,"L 37 2LE",3.0,1.0,"MR","Male",1937.0,57.0,"56-65 years","Responder"
72.0,11.0,"£50-£100","5 Or More Visits",13.0,82.0,"RG 3 5DA",9.0,3.0,"MR","Male",1937.0,57.0,"56-65 years","Responder"
98.0,3.0,"£50-£100","3 Visits",7.0,158.0,"RG 3 5SJ",44.0,10.0,"MR","Male",1937.0,57.0,"56-65 years","Responder"
93.0,4.0,"£50-£100","4 Visits",5.0,98.0,"SR 7 8SJ",6.0,2.0,"MR","Male",1937.0,57.0,"56-65 years","Responder"
79.0,11.0,"£50-£100","5 Or More Visits",14.0,110.0,"PE 4 7YX",16.0,4.0,"MR","Male",1937.0,57.0,"56-65 years","Responder"
80.0,1.0,"£50-£100","1 Visit",3.0,177.0,"TF 7 5RJ",9.0,3.0,"MR","Male",1937.0,57.0,"56-65 years","Responder"
63.0,3.0,"£50-£100","3 Visits",4.0,104.0,"DN20 8DA",5.0,1.0,"MR","Male",1937.0,57.0,"56-65 years","Responder"
94.0,5.0,"£50-£100","5 Or More Visits",6.0,116.0,"LE12 8JP",3.0,1.0,"MR","Male",1937.0,57.0,"56-65 years","Responder"
145.0,10.0,"£100-£150","5 Or More Visits",14.0,194.0,"TN24 9AY",10.0,3.0,"MR","Male",1937.0,57.0,"56-65 years","Responder"
84.0,4.0,"£50-£100","4 Visits",4.0,84.0,"E  3 3HZ",40.0,9.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
0.0,0.0,"Under £50","No Visits",0.0,0.0,"TQ 2 6JH",8.0,2.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
82.0,3.0,"£50-£100","3 Visits",3.0,82.0,"NG31 7HS",30.0,7.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
66.0,1.0,"£50-£100","1 Visit",1.0,66.0,"CV11 6NF",3.0,1.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
40.0,1.0,"Under £50","1 Visit",1.0,40.0,"SL 3 8DZ",8.0,2.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
52.0,1.0,"£50-£100","1 Visit",1.0,52.0,"CF38 2BT",13.0,4.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
55.0,1.0,"£50-£100","1 Visit",1.0,55.0,"SL 1 3JU",27.0,6.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
93.0,5.0,"£50-£100","5 Or More Visits",5.0,93.0,"BR 8 7RE",3.0,1.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
91.0,4.0,"£50-£100","4 Visits",4.0,91.0,"TN 1 1TN",36.0,8.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
59.0,2.0,"£50-£100","2 Visits",2.0,59.0,"PL28 8DT",37.0,9.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
83.0,6.0,"£50-£100","5 Or More Visits",6.0,83.0,"SK 8 4QW",4.0,1.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
56.0,2.0,"£50-£100","2 Visits",2.0,56.0,"DN18 5BB",12.0,3.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
112.0,4.0,"£100-£150","4 Visits",4.0,112.0,"CR 5 1DX",16.0,4.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
93.0,8.0,"£50-£100","5 Or More Visits",8.0,93.0,"SN 3 4LX",9.0,3.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
60.0,1.0,"£50-£100","1 Visit",1.0,60.0,"DN17 2AW",37.0,9.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
89.0,5.0,"£50-£100","5 Or More Visits",5.0,89.0,"NG12 2DD",3.0,1.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
63.0,2.0,"£50-£100","2 Visits",2.0,63.0,"WD 2 6BD",8.0,2.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
84.0,1.0,"£50-£100","1 Visit",1.0,84.0,"HA 4 6ST",7.0,2.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
52.0,1.0,"£50-£100","1 Visit",1.0,52.0,"OX 7 4LD",47.0,11.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
75.0,6.0,"£50-£100","5 Or More Visits",6.0,75.0,"WV13 3UB",11.0,3.0,"MR","Male",1937.0,57.0,"56-65 years","Non-responder"
99.0,3.0,"£50-£100","3 Visits",4.0,105.0,"IG 5 0SY",16.0,4.0,"MRS","Female",1936.0,58.0,"56-65 years","Responder"
74.0,7.0,"£50-£100","5 Or More Visits",11.0,109.0,"LS27 7JG",8.0,2.0,"MRS","Female",1936.0,58.0,"56-65 years","Responder"
90.0,3.0,"£50-£100","3 Visits",3.0,90.0,"LE 7 3TT",1.0,1.0,"MRS","Female",1936.0,58.0,"56-65 years","Non-responder"
60.0,1.0,"£50-£100","1 Visit",1.0,60.0,"TN16 3HG",3.0,1.0,"MRS","Female",1936.0,58.0,"56-65 years","Non-responder"
87.0,2.0,"£50-£100","2 Visits",2.0,87.0,"SA11 3JH",39.0,9.0,"MRS","Female",1936.0,58.0,"56-65 years","Non-responder"
70.0,6.0,"£50-£100","5 Or More Visits",6.0,70.0,"B 37 7PS",16.0,4.0,"MRS","Female",1936.0,58.0,"56-65 years","Non-responder"
64.0,3.0,"£50-£100","3 Visits",3.0,64.0,"PE10 0JB",3.0,1.0,"MRS","Female",1936.0,58.0,"56-65 years","Non-responder"
82.0,4.0,"£50-£100","4 Visits",4.0,82.0,"SL 4 3LZ",8.0,2.0,"MRS","Female",1936.0,58.0,"56-65 years","Non-responder"
55.0,2.0,"£50-£100","2 Visits",2.0,55.0,"DE55 4JS",20.0,5.0,"MRS","Female",1936.0,58.0,"56-65 years","Non-responder"
97.0,8.0,"£50-£100","5 Or More Visits",9.0,119.0,"LE 8 3GA",10.0,3.0,"MR","Male",1936.0,58.0,"56-65 years","Responder"
66.0,5.0,"£50-£100","5 Or More Visits",7.0,106.0,"KT17 4ND",1.0,1.0,"MR","Male",1936.0,58.0,"56-65 years","Responder"
