tractor_id,day,vibration_index,heat_index,oil_pressure,sensor_error_code
T-186,3,11.41,79.0,48.34,0
T-186,4,13.69,80.8,49.61,0
T-186,5,13.41,68.83,48.69,0
T-186,6,9.95,82.77,53.4,0
T-186,7,11.5,76.07,56.55,0
T-186,8,8.7,83.77,48.46,0
T-186,9,10.92,75.78,70.72,0
T-186,10,12.03,77.88,58.33,0
T-186,11,12.77,70.26,49.96,0
T-186,12,11.6,79.92,39.45,0
T-186,13,12.16,69.62,50.91,0
T-186,14,10.45,76.34,56.51,1
T-186,15,11.47,72.85,56.57,0
T-186,16,10.61,74.56,35.18,0
T-186,17,11.92,80.43,50.92,0
T-186,18,13.58,73.22,46.16,0
T-186,19,11.41,80.53,61.98,0
T-186,20,9.44,72.97,50.99,0
T-186,21,11.79,75.65,31.73,0
T-186,22,12.56,85.75,52.95,0
T-186,23,10.12,75.61,34.4,0
T-186,24,13.36,74.62,53.6,0
T-186,25,10.61,75.7,70.7,0
T-186,26,10.36,73.35,60.88,0
T-186,27,8.83,69.99,52.07,0
T-186,28,11.9,85.3,44.72,0
T-186,29,14.22,72.97,60.19,0
T-186,30,12.05,67.39,55.09,0
T-187,1,7.97,66.01,50.06,0
T-187,2,7.18,62.43,57.08,0
T-187,3,8.65,58.76,27.4,0
T-187,4,8.7,68.0,45.77,0
T-187,5,8.91,61.96,51.23,0
T-187,6,8.56,63.37,47.25,0
T-187,7,8.49,63.75,44.63,1
T-187,8,6.96,62.26,48.93,0
T-187,9,6.91,64.77,58.3,0
T-187,10,8.33,63.35,60.95,0
T-187,11,9.1,66.83,55.64,0
T-187,12,7.73,65.42,62.43,0
T-187,13,8.01,69.3,45.72,0
T-187,14,8.02,69.36,54.77,0
T-187,15,6.16,62.14,41.85,0
T-187,16,8.24,64.02,73.45,0
T-187,17,7.45,71.46,50.8,0
T-187,18,8.61,61.52,56.43,0
T-187,19,7.97,67.39,35.9,0
T-187,20,7.82,66.64,56.25,0
T-187,21,7.84,62.45,50.91,0
T-187,22,7.67,62.6,53.71,0
T-187,23,6.64,70.53,50.11,1
T-187,24,8.95,70.47,49.04,0
T-187,25,7.37,66.29,47.53,0
T-187,26,7.53,60.84,49.28,0
T-187,27,8.08,68.77,61.75,1
T-187,28,6.88,60.83,47.06,0
T-187,29,7.5,67.15,68.07,0
T-187,30,9.92,60.14,50.49,0
T-188,1,8.99,70.17,57.53,0
T-188,2,6.59,65.6,54.23,0
T-188,3,8.25,65.59,57.23,0
T-188,4,9.72,65.54,60.71,0
T-188,5,7.9,60.72,47.55,0
T-188,6,8.48,60.66,40.5,0
T-188,7,8.78,62.58,40.55,0
T-188,8,6.97,68.04,35.3,0
T-188,9,9.83,63.99,46.33,0
T-188,10,8.5,63.41,46.93,0
T-188,11,8.52,63.36,56.3,0
T-188,12,6.34,64.59,50.14,0
T-188,13,8.79,70.11,46.08,0
T-188,14,8.51,64.55,49.07,0
T-188,15,9.62,62.64,41.69,0
T-188,16,7.69,65.08,58.2,0
T-188,17,7.01,70.27,43.71,0
T-188,18,7.32,63.49,40.88,0
T-188,19,7.5,61.46,56.54,0
T-188,20,6.88,63.5,54.59,0
T-188,21,9.29,65.39,36.21,0
T-188,22,9.33,67.06,56.84,0
T-188,23,7.8,68.02,44.07,0
T-188,24,7.61,61.86,47.01,0
T-188,25,6.18,62.15,51.5,0
T-188,26,8.7,64.03,54.69,0
T-188,27,9.65,67.05,53.56,0
T-188,28,7.36,61.22,49.6,0
T-188,29,7.88,63.18,46.6,0
T-188,30,8.43,63.22,53.3,0
T-189,1,8.16,68.18,49.16,0
T-189,2,9.48,65.8,50.95,0
T-189,3,7.62,65.41,53.35,0
T-189,4,9.55,67.82,54.31,0
T-189,5,8.08,68.48,58.46,0
T-189,6,7.79,68.19,52.69,0
T-189,7,9.05,57.96,42.33,0
T-189,8,7.84,60.73,46.11,0
T-189,9,7.22,63.68,46.1,0
T-189,10,9.33,61.43,44.18,0
T-189,11,7.96,62.91,58.3,0
T-189,12,9.79,64.85,48.81,0
T-189,13,7.65,63.59,51.43,0
T-189,14,6.67,64.93,52.67,1
T-189,15,7.23,69.08,51.67,1
T-189,16,7.33,70.34,52.48,2
T-189,17,7.9,66.12,69.26,0
T-189,18,7.21,69.01,55.41,0
T-189,19,6.75,63.8,42.63,0
T-189,20,7.68,63.13,52.53,0
T-189,21,8.09,64.77,50.85,0
T-189,22,8.41,64.06,38.89,0
T-189,23,7.98,67.03,30.93,0
T-189,24,9.37,65.04,51.13,0
T-189,25,8.06,69.53,47.76,0
T-189,26,5.82,65.36,40.81,0
T-189,27,8.25,62.88,45.67,0
T-189,28,8.01,63.58,47.93,0
T-189,29,8.74,63.22,45.34,0
T-189,30,6.88,67.19,52.17,2
T-190,1,6.51,66.42,49.81,0
T-190,2,8.31,69.84,35.84,0
T-190,3,8.56,68.55,49.75,0
T-190,4,8.18,67.44,49.26,0
T-190,5,7.3,64.12,66.46,0
T-190,6,8.88,63.92,71.53,0
T-190,7,7.6,67.52,55.14,0
T-190,8,7.81,66.36,44.58,0
T-190,9,7.49,65.9,55.43,0
T-190,10,7.73,64.83,36.41,0
T-190,11,9.87,63.78,45.74,0
T-190,12,8.0,60.83,36.99,0
T-190,13,6.73,66.93,54.4,0
T-190,14,7.04,64.45,40.31,0
T-190,15,7.72,64.26,47.7,0
T-190,16,7.21,59.56,49.65,0
T-190,17,8.95,65.28,49.77,0
T-190,18,6.58,60.91,46.22,0
T-190,19,7.88,63.7,52.69,0
T-190,20,9.01,67.38,39.97,0
T-190,21,7.37,65.19,63.91,0
T-190,22,8.44,64.68,41.73,0
T-190,23,7.96,62.82,50.32,0
T-190,24,7.97,63.36,55.0,0
T-190,25,8.51,69.76,55.46,0
T-190,26,6.14,67.34,56.2,0
T-190,27,9.2,63.61,37.26,1
T-190,28,6.1,64.68,42.66,0
T-190,29,9.14,65.74,51.09,0
T-190,30,8.43,66.31,53.85,0
T-191,1,11.19,74.35,59.33,0
T-191,2,12.86,79.6,51.36,0
T-191,3,9.71,74.75,56.41,0
T-191,4,12.15,82.41,51.05,0
T-191,5,12.03,78.06,48.01,0
T-191,6,10.87,71.28,41.67,0
T-191,7,11.88,68.83,49.05,0
T-191,8,11.44,74.59,57.17,0
T-191,9,13.31,75.14,43.58,0
T-191,10,11.63,66.51,53.35,0
T-191,11,13.21,74.74,47.31,0
T-191,12,12.75,73.35,50.42,1
T-191,13,9.63,76.01,49.97,0
T-191,14,11.37,85.09,51.98,0
T-191,15,12.75,66.65,68.57,0
T-191,16,11.87,79.72,46.3,0
T-191,17,11.62,77.43,50.17,0
T-191,18,11.72,72.52,48.76,0
T-191,19,12.41,75.12,38.47,0
T-191,20,10.92,79.57,57.35,0
T-191,21,11.07,75.56,43.81,0
T-191,22,12.76,65.32,61.46,1
T-191,23,11.81,76.82,44.2,2
T-191,24,11.24,78.61,53.54,0
T-191,25,11.55,72.93,64.34,0
T-191,26,12.27,79.32,54.11,1
T-191,27,11.47,79.71,45.76,0
T-191,28,11.74,81.53,43.32,0
T-191,29,8.93,80.02,32.9,0
T-191,30,11.87,87.73,47.47,0
T-192,1,12.66,87.15,33.61,0
T-192,2,16.08,73.98,67.05,0
T-192,3,14.5,95.79,58.79,0
T-192,4,12.23,95.28,44.79,0
T-192,5,13.23,83.02,52.28,0
T-192,6,16.23,91.31,46.8,0
T-192,7,16.05,83.24,57.57,0
T-192,8,13.46,85.06,47.27,0
T-192,9,15.19,80.91,48.44,0
T-192,10,12.43,89.92,44.7,0
T-192,11,14.15,81.51,54.83,0
T-192,12,13.64,89.71,67.67,0
T-192,13,16.36,84.75,47.73,0
T-192,14,15.43,84.9,47.63,0
T-192,15,13.15,76.05,49.8,0
T-192,16,13.35,85.36,52.08,0
T-192,17,14.44,78.12,47.61,1
T-192,18,14.18,85.37,46.86,0
T-192,19,13.94,96.64,50.66,0
T-192,20,13.8,76.66,35.99,0
T-192,21,17.26,84.12,45.62,0
T-192,22,13.6,81.19,33.99,0
T-192,23,15.1,78.76,46.06,0
T-192,24,19.35,80.25,42.41,0
T-192,25,12.81,93.82,55.02,0
T-192,26,14.89,95.42,44.12,0
T-192,27,14.99,78.72,47.08,0
T-192,28,14.48,87.41,32.82,0
T-192,29,14.58,79.49,58.18,0
T-192,30,12.74,80.93,41.31,0
T-193,1,9.2,69.21,53.8,0
T-193,2,8.91,65.65,45.41,0
T-193,3,7.61,62.91,46.8,0
T-193,4,9.26,68.82,44.86,0
T-193,5,7.57,65.51,55.41,0
T-193,6,8.26,64.34,49.45,0
T-193,7,7.62,69.93,57.57,0
T-193,8,8.67,63.87,59.66,0
T-193,9,9.28,63.2,47.7,0
T-193,10,7.59,62.29,44.42,0
T-193,11,6.59,68.65,46.65,0
T-193,12,9.01,66.28,71.29,0
T-193,13,9.04,63.54,45.06,0
T-193,14,9.56,60.68,48.6,0
T-193,15,8.89,69.23,51.72,0
T-193,16,8.92,63.58,54.37,0
T-193,17,7.28,59.54,50.83,0
T-193,18,8.74,65.26,64.19,0
T-193,19,10.15,68.1,51.89,0
T-193,20,7.45,67.16,48.81,0
T-193,21,6.78,65.24,57.65,0
T-193,22,8.14,63.67,42.91,2
T-193,23,8.94,63.32,54.31,0
T-193,24,8.22,68.83,47.03,0
T-193,25,9.78,59.14,60.29,0
T-193,26,7.14,62.15,60.9,0
T-193,27,6.48,64.71,48.61,0
T-193,28,9.43,59.02,43.04,0
T-193,29,6.59,64.35,35.1,0
T-193,30,8.32,61.32,51.8,0
T-194,1,6.93,60.46,50.89,0
T-194,2,7.62,71.62,41.93,0
T-194,3,6.7,64.33,33.82,0
T-194,4,8.37,66.3,52.53,0
T-194,5,9.06,62.69,43.65,0
T-194,6,7.88,65.96,58.76,2
T-194,7,6.38,69.38,50.11,0
T-194,8,9.02,63.04,44.4,0
T-194,9,6.22,66.38,64.38,0
T-194,10,6.45,60.78,54.61,0
T-194,11,7.82,71.07,20.76,0
T-194,12,8.25,65.81,46.11,0
T-194,13,8.42,63.76,38.93,0
T-194,14,7.93,64.11,43.6,0
T-194,15,9.76,63.47,48.84,0
T-194,16,8.07,63.62,52.83,0
T-194,17,9.03,57.66,52.09,0
T-194,18,8.79,64.71,58.62,0
T-194,19,6.71,64.58,55.09,0
T-194,20,7.83,66.47,54.6,0
T-194,21,10.12,63.43,51.61,0
T-194,22,7.5,62.69,60.29,0
T-194,23,7.33,64.98,47.47,0
T-194,24,8.17,60.16,47.68,0
T-194,25,7.53,65.43,34.76,0
T-194,26,7.21,59.41,58.45,0
T-194,27,7.52,68.36,49.38,0
T-194,28,9.43,67.05,73.47,0
T-194,29,7.86,62.22,46.76,0
T-194,30,6.67,66.98,50.71,0
T-195,1,8.92,72.07,46.25,0
T-195,2,8.05,66.09,53.74,0
T-195,3,8.4,68.88,56.8,0
T-195,4,7.09,68.8,60.32,0
T-195,5,8.74,67.06,60.81,0
T-195,6,6.72,63.42,41.71,1
T-195,7,7.37,68.29,59.68,0
T-195,8,8.6,66.34,40.21,0
T-195,9,9.29,61.13,58.46,0
T-195,10,8.68,68.04,54.57,0
T-195,11,7.97,60.12,51.37,0
T-195,12,7.98,66.94,42.91,0
T-195,13,7.09,63.34,59.58,0
T-195,14,7.63,65.49,41.94,0
T-195,15,6.08,60.82,49.82,1
T-195,16,9.66,62.83,50.54,0
T-195,17,10.22,63.43,36.42,0
T-195,18,6.06,64.54,51.19,0
T-195,19,6.57,63.22,41.24,0
T-195,20,9.36,66.04,61.53,0
T-195,21,7.22,66.43,71.63,0
T-195,22,9.39,63.66,44.13,0
T-195,23,8.75,65.12,46.86,0
T-195,24,7.68,66.59,51.33,0
T-195,25,8.94,58.27,33.52,0
T-195,26,7.96,66.33,63.15,0
T-195,27,7.95,63.07,47.45,0
T-195,28,8.53,57.01,46.8,0
T-195,29,8.79,63.82,55.52,1
T-195,30,9.0,61.98,50.68,0
T-196,1,12.97,78.47,57.56,0
T-196,2,12.26,72.5,51.24,0
T-196,3,11.91,68.33,44.22,0
T-196,4,9.5,77.82,53.53,0
T-196,5,11.65,76.33,53.9,0
T-196,6,8.04,76.64,55.39,0
T-196,7,12.76,78.13,56.92,0
T-196,8,11.89,77.28,39.1,0
T-196,9,9.48,75.14,45.92,0
T-196,10,13.92,86.96,34.81,0
T-196,11,8.81,68.58,55.98,0
T-196,12,12.3,72.07,48.3,0
T-196,13,12.33,79.84,53.45,0
T-196,14,9.64,75.71,38.19,0
T-196,15,11.44,78.79,61.21,0
T-196,16,9.04,75.85,40.45,0
T-196,17,7.23,81.87,56.2,0
T-196,18,9.9,69.96,50.94,0
T-196,19,10.58,81.71,48.48,0
T-196,20,12.47,80.85,47.84,0
T-196,21,11.6,68.95,44.9,0
T-196,22,11.64,78.15,60.36,0
T-196,23,9.98,74.78,50.1,0
T-196,24,10.7,71.97,39.85,0
T-196,25,10.11,65.56,46.93,0
T-196,26,9.66,69.95,51.03,0
T-196,27,10.61,78.54,57.18,0
T-196,28,11.61,79.07,45.16,1
T-196,29,10.64,73.95,45.7,0
T-196,30,11.01,79.08,50.19,2
T-197,1,10.01,72.94,58.36,0
T-197,2,12.87,72.87,51.04,0
T-197,3,12.92,80.39,58.8,0
T-197,4,11.32,78.21,53.86,0
T-197,5,10.5,72.65,50.36,0
T-197,6,12.27,64.98,49.02,0
T-197,7,11.82,76.96,43.85,0
T-197,8,12.9,77.43,43.37,0
T-197,9,9.74,68.94,57.11,0
T-197,10,13.03,70.76,55.34,0
T-197,11,13.52,72.96,59.87,0
T-197,12,11.11,77.26,45.63,0
T-197,13,10.07,87.42,58.98,0
T-197,14,10.78,80.59,48.59,0
T-197,15,10.54,67.46,54.64,0
T-197,16,11.23,72.82,60.33,0
T-197,17,10.39,74.53,66.57,0
T-197,18,12.18,77.51,58.58,1
T-197,19,12.46,70.94,51.62,0
T-197,20,10.96,77.92,54.49,1
T-197,21,8.57,72.43,59.99,0
T-197,22,12.16,77.91,55.68,0
T-197,23,9.29,75.38,46.81,1
T-197,24,11.87,85.23,54.92,0
T-197,25,11.61,79.89,60.43,0
T-197,26,11.01,81.57,64.5,0
T-197,27,12.47,69.71,50.5,0
T-197,28,12.05,72.34,41.07,0
T-197,29,12.08,76.64,35.76,0
T-197,30,12.73,68.83,56.37,0
T-198,1,14.63,71.97,59.34,0
T-198,2,10.32,69.4,51.14,0
T-198,3,11.99,78.01,42.93,0
T-198,4,9.55,68.49,46.72,0
T-198,5,9.33,80.11,54.32,0
T-198,6,11.75,69.24,47.64,0
T-198,7,12.11,76.26,46.26,0
T-198,8,10.65,76.58,42.54,0
T-198,9,9.8,76.32,59.55,1
T-198,10,10.32,68.56,49.03,0
T-198,11,12.84,74.03,49.08,0
T-198,12,12.85,81.87,55.44,0
T-198,13,12.46,73.99,39.1,0
T-198,14,10.92,69.25,50.34,0
T-198,15,9.89,72.77,62.04,0
T-198,16,13.47,68.71,49.49,0
T-198,17,13.96,64.09,51.76,1
T-198,18,10.71,74.12,51.58,1
T-198,19,11.26,75.5,58.49,0
T-198,20,9.3,78.49,51.61,0
T-198,21,12.3,77.34,69.75,0
T-198,22,14.61,78.07,51.85,0
T-198,23,12.92,74.79,46.51,0
T-198,24,14.82,85.64,62.1,0
T-198,25,10.91,70.79,48.31,0
T-198,26,9.54,73.41,45.2,0
T-198,27,13.76,83.29,40.49,0
T-198,28,11.76,73.05,53.83,0
T-198,29,10.16,74.45,46.34,0
T-198,30,14.31,77.02,43.78,0
T-199,1,8.83,71.01,45.7,0
T-199,2,9.83,68.35,40.82,0
T-199,3,12.87,73.89,46.08,0
T-199,4,9.86,75.9,62.55,0
T-199,5,8.99,69.78,46.41,0
T-199,6,12.65,74.46,37.6,0
T-199,7,10.91,72.01,35.39,0
T-199,8,10.31,74.62,46.76,1
T-199,9,9.28,82.22,56.51,0
T-199,10,9.29,75.43,53.53,0
T-199,11,10.83,75.53,58.78,0
T-199,12,11.29,85.19,55.02,0
T-199,13,13.37,72.46,50.09,2
T-199,14,11.3,78.06,28.88,0
T-199,15,11.02,72.34,61.08,0
T-199,16,11.07,78.93,38.35,0
T-199,17,8.12,70.48,68.48,0
T-199,18,10.76,73.33,43.87,0
T-199,19,12.45,72.19,44.2,0
T-199,20,11.63,69.78,45.74,0
T-199,21,12.66,64.37,50.11,0
T-199,22,13.12,77.04,39.03,0
T-199,23,9.03,71.82,42.92,0
T-199,24,10.52,73.64,57.48,0
T-199,25,13.01,74.35,60.73,0
T-199,26,11.66,67.67,41.16,0
T-199,27,11.28,73.03,52.67,0
T-199,28,13.05,66.07,45.81,0
T-199,29,10.31,72.7,54.02,0
T-199,30,10.4,82.49,42.82,0
T-200,1,8.65,63.81,51.37,0
T-200,2,7.58,65.08,46.06,0
T-200,3,9.19,71.5,42.93,0
T-200,4,8.41,65.32,57.84,0
T-200,5,9.37,63.67,44.67,0
T-200,6,6.73,65.89,50.86,0
T-200,7,7.29,61.06,42.96,0
T-200,8,8.09,62.85,48.73,0
T-200,9,9.17,67.96,53.51,0
T-200,10,8.45,65.57,52.15,1
T-200,11,7.05,71.31,55.9,1
T-200,12,9.78,65.8,39.01,0
T-200,13,7.71,61.26,49.07,0
T-200,14,7.08,60.24,46.24,0
T-200,15,7.22,68.0,42.14,2
T-200,16,6.67,61.88,44.0,0
T-200,17,5.75,61.61,42.85,0
T-200,18,7.88,63.46,52.8,0
T-200,19,6.45,67.99,53.2,0
T-200,20,8.31,63.9,57.0,0
T-200,21,8.98,62.48,52.62,0
T-200,22,8.38,68.64,51.27,0
T-200,23,8.04,68.13,50.63,0
T-200,24,6.46,70.0,55.41,0
T-200,25,8.85,69.05,33.15,0
T-200,26,9.95,68.18,49.53,0
T-200,27,9.41,62.75,52.54,0
T-200,28,6.67,66.98,64.32,0
T-200,29,7.92,68.64,41.11,0
T-200,30,7.72,70.57,40.83,0
T-201,1,6.86,69.69,49.69,0
T-201,2,8.2,62.37,42.21,0
T-201,3,7.19,61.91,53.69,0
T-201,4,8.43,63.7,55.62,1
T-201,5,6.38,70.35,43.25,0
T-201,6,7.14,65.44,61.12,0
T-201,7,9.03,62.71,47.58,0
T-201,8,8.69,63.92,64.65,0
T-201,9,8.42,63.42,47.92,0
T-201,10,7.55,67.11,41.03,0
T-201,11,8.01,70.86,59.82,0
T-201,12,7.78,65.39,41.67,0
T-201,13,10.33,68.28,59.1,0
T-201,14,8.32,60.96,50.97,0
T-201,15,7.23,72.02,45.55,0
T-201,16,7.92,60.98,43.85,0
T-201,17,6.32,68.64,49.31,0
T-201,18,6.1,66.02,55.44,0
T-201,19,9.46,61.23,49.68,0
T-201,20,8.27,67.5,61.84,0
T-201,21,7.55,64.91,40.59,0
T-201,22,7.97,62.26,49.23,0
T-201,23,7.9,65.03,58.81,0
T-201,24,8.07,60.05,40.37,0
T-201,25,9.15,63.55,58.32,0
T-201,26,8.54,62.11,50.16,0
T-201,27,7.59,64.45,50.88,0
T-201,28,6.25,59.81,47.28,0
T-201,29,7.0,59.63,40.33,0
T-201,30,8.76,62.45,49.37,0
T-202,1,6.57,69.29,43.45,0
T-202,2,6.63,67.78,41.21,0
T-202,3,9.96,61.06,55.39,0
T-202,4,9.11,61.44,49.88,0
T-202,5,10.07,66.08,62.71,0
T-202,6,7.63,59.91,39.9,0
T-202,7,8.1,66.85,45.37,0
T-202,8,8.53,58.6,49.26,0
T-202,9,7.99,68.46,43.99,0
T-202,10,7.25,64.03,50.05,0
T-202,11,7.1,65.38,52.56,0
T-202,12,8.21,62.75,53.88,0
T-202,13,6.93,59.3,62.05,0
T-202,14,6.91,68.7,39.57,0
T-202,15,8.39,69.01,52.7,0
T-202,16,7.9,63.95,44.82,0
T-202,17,8.94,66.99,53.44,0
T-202,18,7.58,63.83,53.45,0
T-202,19,7.42,65.87,42.1,0
T-202,20,8.42,67.28,42.79,0
T-202,21,7.19,66.67,54.09,0
T-202,22,7.34,69.02,50.19,0
T-202,23,7.38,66.56,48.24,0
T-202,24,7.79,65.08,55.26,0
T-202,25,9.77,62.72,55.85,0
T-202,26,6.62,63.56,45.76,0
T-202,27,9.3,67.43,43.18,0
T-202,28,8.74,60.49,39.9,0
T-202,29,9.57,68.32,50.27,0
T-202,30,11.14,64.16,38.61,0
T-203,1,11.43,72.22,60.83,0
T-203,2,8.83,71.24,56.79,0
T-203,3,11.88,71.99,49.87,0
T-203,4,12.24,74.62,37.6,0
T-203,5,13.26,69.66,45.52,0
T-203,6,12.88,70.92,49.59,0
T-203,7,13.3,66.36,46.79,0
T-203,8,12.6,70.95,58.75,0
T-203,9,10.76,81.82,49.39,0
T-203,10,10.8,81.01,43.79,0
T-203,11,12.98,76.35,54.01,0
T-203,12,10.92,85.53,43.37,0
T-203,13,12.29,81.07,36.95,0
T-203,14,14.06,77.17,54.08,0
T-203,15,10.57,77.72,49.42,0
T-203,16,12.59,75.44,51.25,0
T-203,17,10.3,68.7,61.01,0
T-203,18,12.38,73.67,52.01,0
T-203,19,13.92,62.03,54.55,1
T-203,20,13.51,69.53,50.14,0
T-203,21,10.92,81.94,56.48,0
T-203,22,13.86,75.39,32.94,0
T-203,23,11.16,69.67,43.81,0
T-203,24,14.93,77.64,46.91,0
T-203,25,11.55,78.02,46.16,0
T-203,26,12.49,82.71,43.67,0
T-203,27,12.45,83.89,49.34,0
T-203,28,9.86,78.91,48.91,0
T-203,29,13.56,67.43,49.34,0
T-203,30,11.83,86.4,51.6,0
T-204,1,7.77,63.7,39.36,0
T-204,2,7.61,62.71,60.11,0
T-204,3,6.7,64.71,46.18,0
T-204,4,6.38,61.15,52.78,0
T-204,5,7.71,63.22,36.77,0
T-204,6,7.6,68.32,54.19,0
T-204,7,7.8,65.3,33.96,0
T-204,8,7.89,67.68,52.51,0
T-204,9,7.48,69.41,52.06,0
T-204,10,7.79,64.47,51.53,0
T-204,11,7.15,65.62,44.12,0
T-204,12,9.52,64.09,54.4,0
T-204,13,7.2,62.56,53.13,0
T-204,14,7.63,62.14,48.32,0
T-204,15,7.28,67.53,55.37,0
T-204,16,7.26,65.63,49.24,0
T-204,17,8.02,70.54,54.23,0
T-204,18,7.9,67.92,48.99,0
T-204,19,7.54,62.81,51.73,0
T-204,20,7.72,67.52,54.6,0
T-204,21,7.28,64.08,46.82,0
T-204,22,8.4,68.65,40.13,2
T-204,23,10.06,63.54,52.21,0
T-204,24,7.13,61.84,59.52,0
T-204,25,8.39,62.61,52.39,0
T-204,26,8.04,62.77,52.55,0
T-204,27,8.67,62.48,49.66,0
T-204,28,8.7,63.28,55.91,0
T-204,29,8.21,67.57,48.51,0
T-204,30,7.96,70.39,46.37,0
T-205,1,8.48,61.51,52.36,1
T-205,2,9.08,67.57,56.85,0
T-205,3,8.19,58.27,46.46,0
T-205,4,5.76,65.83,45.85,0
T-205,5,9.14,67.1,44.98,0
T-205,6,8.4,60.42,57.9,0
T-205,7,8.62,66.87,58.7,0
T-205,8,7.92,61.81,43.61,0
T-205,9,6.07,63.82,44.6,0
T-205,10,8.58,67.58,48.91,0
T-205,11,7.78,64.05,41.82,0
T-205,12,7.27,64.0,51.88,0
T-205,13,9.74,65.96,61.49,0
T-205,14,8.59,67.39,52.94,0
T-205,15,8.22,65.0,58.22,0
T-205,16,7.14,69.74,39.43,0
T-205,17,7.01,63.99,45.97,0
T-205,18,8.5,68.7,34.83,0
T-205,19,6.0,66.59,49.5,0
T-205,20,8.55,67.02,67.46,0
T-205,21,8.61,61.52,64.17,0
T-205,22,9.38,68.65,53.09,0
T-205,23,8.98,65.36,50.65,0
T-205,24,9.14,71.94,53.84,0
T-205,25,7.4,65.77,40.57,1
T-205,26,6.53,64.94,51.95,1
T-205,27,8.18,63.46,32.84,0
T-205,28,8.44,65.01,29.55,0
T-205,29,9.01,69.23,47.23,0
T-205,30,9.49,67.35,68.99,0
T-206,1,9.12,64.98,57.02,0
T-206,2,7.99,67.12,48.8,0
T-206,3,7.87,61.82,57.6,0
T-206,4,8.34,59.62,52.5,0
T-206,5,9.64,61.67,50.84,0
T-206,6,7.39,63.08,47.54,1
T-206,7,9.04,68.22,47.61,0
T-206,8,7.18,71.09,52.55,0
T-206,9,8.04,62.27,58.1,1
T-206,10,7.21,64.75,54.04,1
T-206,11,7.63,63.42,44.28,0
T-206,12,7.32,66.44,37.21,0
T-206,13,8.7,65.84,55.92,0
T-206,14,7.5,62.37,71.46,0
T-206,15,8.53,63.14,47.79,0
T-206,16,7.47,64.57,46.29,0
T-206,17,7.99,68.69,56.56,0
T-206,18,9.46,63.04,43.11,0
T-206,19,7.25,60.35,61.97,0
T-206,20,7.27,68.91,53.3,0
T-206,21,7.75,66.49,49.79,0
T-206,22,7.98,61.51,43.81,0
T-206,23,8.62,65.92,57.06,0
T-206,24,8.04,67.44,46.45,0
T-206,25,8.25,65.28,55.67,1
T-206,26,6.85,69.09,53.19,0
T-206,27,8.3,66.67,60.33,0
T-206,28,8.33,65.92,51.27,0
T-206,29,8.67,65.61,74.93,0
T-206,30,7.67,65.41,54.44,0
T-207,1,9.86,67.24,47.78,0
T-207,2,7.17,63.6,31.31,0
T-207,3,7.06,62.59,38.34,0
T-207,4,7.11,63.54,50.29,1
T-207,5,7.61,68.26,59.76,0
T-207,6,6.07,73.37,58.65,0
T-207,7,8.05,66.95,50.84,0
T-207,8,7.74,64.78,40.84,0
T-207,9,8.04,62.08,40.34,0
T-207,10,7.5,61.89,53.36,0
T-207,11,6.41,66.28,49.66,0
T-207,12,7.74,62.66,57.77,1
T-207,13,9.22,68.07,47.34,0
T-207,14,6.99,63.19,43.82,0
T-207,15,7.12,69.27,47.77,0
T-207,16,8.45,63.77,49.9,1
T-207,17,6.76,68.4,33.74,0
T-207,18,8.23,67.02,53.78,0
T-207,19,8.44,67.54,51.14,0
T-207,20,7.44,64.79,57.58,0
T-207,21,7.25,63.01,56.24,0
T-207,22,6.59,68.03,58.67,0
T-207,23,7.21,70.38,63.45,0
T-207,24,8.57,61.99,51.12,0
T-207,25,8.84,66.43,32.35,0
T-207,26,8.06,66.42,56.89,0
T-207,27,7.39,65.5,59.59,0
T-207,28,8.07,69.29,48.18,0
T-207,29,7.18,62.67,33.87,0
T-207,30,8.18,68.3,58.32,0
T-208,1,9.43,65.84,57.84,0
T-208,2,9.86,58.52,59.47,0
T-208,3,7.07,65.26,53.94,0
T-208,4,7.33,65.47,44.8,0
T-208,5,9.14,61.45,63.32,0
T-208,6,8.53,65.81,32.46,0
T-208,7,8.68,65.02,44.53,0
T-208,8,8.9,61.43,59.37,0
T-208,9,7.76,67.76,47.04,1
T-208,10,8.33,67.51,62.77,0
T-208,11,8.25,64.13,37.91,0
T-208,12,7.14,64.4,41.1,0
T-208,13,8.32,67.18,45.75,0
T-208,14,9.24,64.4,53.34,0
T-208,15,7.67,59.21,48.22,0
T-208,16,8.15,66.46,46.08,0
T-208,17,8.21,62.56,61.36,0
T-208,18,7.72,63.83,62.11,0
T-208,19,8.68,69.37,46.68,0
T-208,20,7.32,64.6,36.32,0
T-208,21,9.33,65.01,32.74,0
T-208,22,8.63,66.53,51.91,0
T-208,23,7.06,66.52,55.25,0
T-208,24,9.7,62.24,50.5,1
T-208,25,8.17,64.82,49.43,0
T-208,26,7.28,65.11,43.56,2
T-208,27,9.1,65.82,55.24,0
T-208,28,8.49,65.87,63.43,0
T-208,29,6.23,72.76,32.26,0
T-208,30,7.47,61.47,49.38,0
T-209,1,7.47,70.4,54.77,0
T-209,2,7.96,64.88,47.79,0
T-209,3,7.56,65.78,55.18,0
T-209,4,8.17,65.07,57.5,0
T-209,5,6.62,68.38,53.35,0
T-209,6,7.74,64.97,50.63,0
T-209,7,8.53,66.21,41.54,0
T-209,8,10.53,61.34,42.11,0
T-209,9,8.84,64.42,56.44,0
T-209,10,7.81,68.14,43.13,0
