Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade,Parental_Education,Parental_Income,Extracurricular_Activities,Commute_Time,Part_Time_Job_Hours,Access_to_Resources,Peer_Study_Group,Health_Metrics
S08226,29,Female,24,Visual,17,No,80,71,59,No,Medium,7,7,B,Master's,111756.99999999999,17,162,15,True,False,Average
S08227,29,Female,15,Auditory,9,Yes,88,50,62,No,Low,12,10,D,High School,46795.0,20,43,24,False,True,Excellent
S08228,29,Male,46,Visual,11,Yes,93,91,92,No,High,13,8,A,Master's,119435.54999999999,10,109,0,True,True,Poor
S08229,21,Female,42,Kinesthetic,5,No,99,93,57,Yes,Low,25,7,A,Master's,130132.84999999999,11,46,0,True,False,Average
S08230,27,Female,46,Auditory,3,Yes,83,83,83,Yes,High,11,9,B,Master's,128161.74999999999,10,12,1,True,True,Poor
S08231,27,Female,18,Visual,16,Yes,81,88,70,Yes,Medium,11,6,A,PhD,219324.55,19,105,14,True,True,Average
S08232,27,Female,35,Auditory,19,Yes,80,47,80,Yes,Low,8,9,D,High School,29680.0,14,55,15,False,True,Excellent
S08233,29,Female,24,Auditory,16,Yes,66,58,61,Yes,High,30,9,C,Bachelor's,71125.0,17,94,18,True,False,Poor
S08234,23,Other,17,Visual,12,Yes,80,46,55,Yes,Medium,11,4,D,High School,38356.0,20,177,24,False,True,Poor
S08235,27,Male,24,Kinesthetic,10,No,98,47,87,No,Medium,7,6,D,High School,40273.0,17,34,21,False,False,Average
S08236,27,Male,44,Kinesthetic,20,Yes,82,90,98,No,Low,25,6,A,PhD,167911.5,11,84,0,True,True,Average
S08237,25,Male,32,Auditory,12,No,82,96,62,No,Medium,5,5,A,PhD,164933.0,15,76,5,False,False,Poor
S08238,29,Female,20,Reading/Writing,19,Yes,75,46,93,No,Medium,5,6,D,High School,26549.0,19,60,23,True,False,Average
S08239,27,Female,26,Reading/Writing,7,No,52,49,58,No,Medium,15,8,D,High School,34316.0,17,117,19,False,False,Average
S08240,29,Female,27,Reading/Writing,1,Yes,52,75,83,No,Medium,30,9,B,PhD,173716.69999999998,16,71,12,True,True,Average
S08241,28,Other,19,Visual,9,Yes,66,52,99,Yes,Medium,15,9,D,High School,44412.0,19,115,22,False,True,Average
S08242,22,Female,30,Auditory,20,Yes,81,87,92,Yes,Medium,22,8,A,PhD,169580.15,15,70,8,True,False,Average
S08243,19,Female,47,Kinesthetic,12,Yes,91,83,52,No,High,30,9,B,Master's,106960.34999999999,10,100,0,True,False,Poor
S08244,25,Male,39,Visual,0,No,61,46,76,Yes,Low,3,9,D,High School,22237.0,12,52,13,False,False,Excellent
S08245,22,Male,5,Reading/Writing,13,Yes,95,99,70,Yes,Medium,21,5,A,PhD,161481.84999999998,24,103,17,True,True,Poor
S08246,24,Male,26,Auditory,17,No,72,67,70,No,Medium,2,7,C,Bachelor's,79350.0,17,117,15,True,False,Average
S08247,22,Male,38,Visual,13,Yes,61,70,80,No,Medium,20,9,B,PhD,212907.55,13,45,8,True,True,Average
S08248,18,Male,46,Auditory,18,Yes,87,44,61,Yes,Medium,15,5,D,High School,35125.0,10,144,11,False,True,Poor
S08249,28,Female,10,Auditory,17,Yes,100,44,74,Yes,High,18,9,D,High School,21546.0,22,101,29,False,True,Poor
S08250,26,Male,43,Auditory,20,Yes,80,79,100,Yes,Medium,24,8,B,Master's,100835.45,11,67,3,True,True,Average
S08251,21,Male,33,Kinesthetic,19,No,82,100,87,Yes,Medium,17,8,A,Master's,103211.34999999999,14,28,3,True,False,Average
S08252,27,Male,33,Auditory,3,No,90,71,59,Yes,Low,23,6,B,Master's,121749.34999999999,14,28,10,True,True,Average
S08253,29,Female,13,Kinesthetic,3,Yes,66,90,91,Yes,Medium,30,9,A,Master's,106534.84999999999,21,95,15,True,False,Average
S08254,25,Male,30,Reading/Writing,7,No,86,99,56,No,Medium,10,5,A,Master's,128500.99999999999,15,162,5,True,False,Poor
S08255,26,Male,36,Visual,0,Yes,100,59,81,Yes,High,28,4,C,Bachelor's,71893.0,13,40,12,False,False,Poor
S08256,29,Male,17,Kinesthetic,0,Yes,73,78,80,Yes,High,3,8,B,PhD,144377.9,20,96,16,True,True,Poor
S08257,18,Female,44,Reading/Writing,1,Yes,75,58,61,No,Low,16,9,C,Bachelor's,66130.0,11,100,8,False,True,Excellent
S08258,29,Female,16,Auditory,14,No,73,47,79,Yes,Medium,7,6,D,High School,28569.0,20,35,25,True,False,Average
S08259,24,Male,42,Kinesthetic,12,Yes,56,92,94,No,Medium,28,5,A,PhD,198522.19999999998,11,90,1,True,False,Poor
S08260,20,Male,18,Visual,8,No,63,91,80,No,Medium,20,10,A,PhD,166909.84999999998,19,89,13,True,True,Average
S08261,23,Female,31,Kinesthetic,10,No,55,47,83,No,Medium,12,8,D,High School,32051.0,15,16,17,True,False,Average
S08262,23,Male,38,Kinesthetic,8,Yes,81,87,59,No,High,24,10,A,Master's,96783.99999999999,13,72,4,False,True,Poor
S08263,26,Female,17,Reading/Writing,14,Yes,94,76,62,Yes,Low,10,4,B,PhD,226862.8,20,57,17,False,True,Poor
S08264,22,Other,43,Kinesthetic,0,No,69,73,72,Yes,Low,15,4,B,Master's,109666.29999999999,11,100,4,True,False,Poor
S08265,21,Female,6,Kinesthetic,13,No,61,40,82,No,Medium,11,7,D,High School,23556.0,23,80,32,True,False,Average
S08266,23,Female,38,Visual,4,No,81,93,67,No,Low,14,8,A,Master's,109707.7,13,135,2,True,False,Excellent
S08267,24,Male,28,Kinesthetic,2,No,85,59,77,Yes,Medium,6,7,C,Bachelor's,55494.0,16,72,16,True,False,Average
S08268,27,Male,31,Visual,20,Yes,79,90,97,Yes,Medium,19,7,A,Master's,96176.79999999999,15,13,6,True,True,Average
S08269,23,Male,29,Kinesthetic,15,Yes,76,95,53,Yes,Low,29,8,A,Master's,131862.44999999998,16,33,6,True,True,Excellent
S08270,18,Male,14,Reading/Writing,5,Yes,88,91,51,Yes,Medium,23,9,A,PhD,177878.55,21,45,15,True,True,Average
S08271,19,Male,23,Visual,0,Yes,71,53,100,Yes,Medium,7,10,D,High School,21880.0,18,69,19,True,False,Average
S08272,21,Male,47,Auditory,20,No,95,64,64,Yes,Low,25,4,C,Bachelor's,60457.0,10,42,5,False,True,Poor
S08273,26,Female,34,Visual,17,Yes,73,70,53,Yes,Low,17,8,B,PhD,209214.9,14,72,10,True,True,Excellent
S08274,27,Male,10,Visual,1,Yes,89,71,91,Yes,High,9,7,B,PhD,216919.9,22,99,22,True,False,Poor
S08275,21,Female,36,Visual,19,No,71,69,88,Yes,Medium,30,10,C,Bachelor's,64029.0,13,97,9,True,False,Average
S08276,23,Female,38,Auditory,3,Yes,84,86,71,Yes,Low,16,5,A,PhD,188463.15,13,76,4,True,False,Poor
S08277,18,Female,15,Auditory,0,No,73,55,66,No,Medium,8,4,C,Bachelor's,79572.0,20,31,23,False,False,Poor
S08278,25,Female,27,Kinesthetic,0,No,66,64,55,Yes,Medium,21,6,C,Bachelor's,69238.0,16,96,15,False,False,Average
S08279,21,Male,31,Visual,16,Yes,91,93,68,No,Medium,9,6,A,Master's,101638.15,15,157,5,True,True,Average
S08280,26,Male,44,Reading/Writing,1,Yes,93,43,72,Yes,Medium,16,10,D,High School,37077.0,11,39,12,False,True,Average
S08281,21,Female,49,Kinesthetic,11,Yes,90,93,61,Yes,High,25,4,A,Master's,131871.65,9,123,0,True,False,Poor
S08282,24,Male,9,Kinesthetic,10,No,81,66,79,Yes,Low,1,6,C,Bachelor's,73051.0,22,117,23,False,False,Average
S08283,28,Male,49,Visual,10,No,99,82,52,Yes,Low,7,6,B,PhD,193962.44999999998,9,40,0,False,False,Average
S08284,19,Female,26,Auditory,18,No,58,76,92,No,High,23,7,B,Master's,117808.29999999999,17,106,13,True,False,Poor
S08285,24,Male,26,Auditory,0,Yes,72,46,50,Yes,Medium,28,7,D,High School,40560.0,17,141,20,False,True,Average
S08286,22,Male,33,Kinesthetic,19,No,59,82,84,No,Low,24,6,B,Master's,129734.95,14,71,7,True,False,Average
S08287,18,Male,20,Visual,6,Yes,66,94,63,Yes,High,13,7,A,Master's,115892.4,19,67,11,True,False,Poor
S08288,19,Male,14,Auditory,15,Yes,74,65,89,Yes,Low,1,10,C,Bachelor's,76371.0,21,113,21,True,False,Excellent
S08289,20,Male,31,Visual,6,Yes,74,90,78,Yes,Low,29,6,A,Master's,96622.99999999999,15,97,6,True,True,Average
S08290,20,Female,27,Reading/Writing,19,Yes,87,46,77,Yes,Low,8,7,D,High School,25592.0,16,33,19,False,False,Average
S08291,24,Female,10,Reading/Writing,16,No,100,69,74,No,Medium,8,10,C,Bachelor's,62809.0,22,109,22,False,False,Average
S08292,23,Female,25,Auditory,19,Yes,65,75,70,Yes,Medium,26,10,B,Master's,130524.99999999999,17,29,13,True,True,Average
S08293,23,Female,28,Kinesthetic,3,Yes,85,99,64,Yes,Low,28,5,A,PhD,145606.09999999998,16,178,6,True,False,Poor
S08294,25,Male,38,Auditory,15,Yes,93,82,65,Yes,Medium,22,4,B,Master's,134850.15,13,111,5,True,True,Poor
S08295,18,Female,28,Auditory,9,No,97,94,71,No,Medium,6,9,A,Master's,131691.09999999998,16,45,7,True,False,Average
S08296,20,Female,49,Kinesthetic,11,Yes,75,91,61,Yes,Low,4,10,A,PhD,173579.84999999998,9,19,0,True,True,Excellent
S08297,24,Female,33,Auditory,9,Yes,66,91,57,Yes,Medium,9,4,A,Master's,104048.54999999999,14,25,5,False,True,Poor
S08298,19,Male,28,Visual,5,Yes,86,55,91,Yes,Low,25,8,C,Bachelor's,70238.0,16,68,17,False,True,Excellent
S08299,21,Female,45,Kinesthetic,17,No,54,43,96,Yes,High,29,5,D,High School,36254.0,10,72,11,False,False,Poor
S08300,21,Male,39,Reading/Writing,11,No,65,59,89,Yes,Low,16,9,C,Bachelor's,55061.0,12,118,10,True,False,Excellent
S08301,20,Male,46,Visual,0,No,60,69,84,No,Medium,10,5,C,Bachelor's,64236.0,10,34,4,False,True,Poor
S08302,22,Male,11,Kinesthetic,17,Yes,81,93,71,Yes,Low,15,4,A,Master's,119149.2,22,33,15,False,False,Poor
S08303,29,Female,8,Reading/Writing,11,No,87,89,92,Yes,High,0,7,A,PhD,223237.99999999997,23,88,18,True,False,Poor
S08304,25,Male,38,Visual,5,No,81,72,77,No,Medium,7,4,B,PhD,157316.55,13,101,8,False,False,Poor
S08305,21,Female,46,Kinesthetic,19,Yes,69,91,64,Yes,Medium,13,5,A,Master's,93375.4,10,55,0,False,False,Poor
S08306,22,Male,27,Reading/Writing,3,No,90,76,68,Yes,Medium,1,7,B,PhD,224908.94999999998,16,37,12,True,False,Average
S08307,27,Female,37,Auditory,1,Yes,82,61,88,Yes,Low,30,4,C,Bachelor's,61170.0,13,70,10,False,True,Poor
S08308,19,Female,27,Reading/Writing,1,Yes,63,91,95,Yes,High,12,6,A,Master's,101900.34999999999,16,22,8,True,False,Poor
S08309,23,Female,42,Auditory,18,Yes,60,70,93,No,Low,17,10,B,PhD,179717.4,11,82,6,True,True,Excellent
S08310,20,Female,20,Kinesthetic,2,Yes,65,41,69,Yes,Medium,6,7,D,High School,24286.0,19,171,24,True,True,Average
S08311,19,Female,42,Visual,0,Yes,77,67,69,Yes,Low,0,6,C,Bachelor's,67917.0,11,81,7,False,True,Average
S08312,29,Female,46,Visual,17,Yes,93,99,66,Yes,Medium,3,8,A,Master's,113284.2,10,55,0,True,True,Average
S08313,20,Male,48,Auditory,4,Yes,65,90,95,Yes,Low,29,7,A,Master's,125444.29999999999,9,102,0,False,False,Average
S08314,18,Male,14,Reading/Writing,20,No,61,49,69,Yes,Low,25,10,D,High School,47692.0,21,154,25,False,False,Excellent
S08315,24,Female,20,Auditory,3,Yes,85,85,91,Yes,High,19,4,A,Master's,121619.4,19,28,13,False,True,Poor
S08316,25,Female,8,Auditory,0,Yes,81,98,72,No,High,16,4,A,Master's,130236.34999999999,23,71,16,True,True,Poor
S08317,23,Female,30,Reading/Writing,19,Yes,84,42,68,No,Low,16,7,D,High School,30845.0,15,133,19,True,False,Average
S08318,24,Female,24,Kinesthetic,18,No,98,85,97,Yes,High,13,8,A,Master's,129334.74999999999,17,12,11,False,False,Poor
S08319,26,Male,16,Reading/Writing,2,Yes,95,51,77,No,Low,18,6,D,High School,40698.0,20,46,24,False,True,Average
S08320,19,Female,23,Visual,14,No,91,42,59,Yes,Low,26,7,D,High School,49235.0,18,66,22,False,False,Average
S08321,28,Male,39,Auditory,16,Yes,95,78,52,No,Low,14,10,B,PhD,208473.15,12,36,5,True,True,Excellent
S08322,18,Female,30,Reading/Writing,11,No,98,90,74,Yes,Medium,0,10,A,PhD,173161.25,15,76,7,True,False,Average
S08323,29,Male,22,Visual,12,Yes,66,89,84,Yes,Medium,26,5,A,PhD,216254.05,18,62,11,True,True,Poor
S08324,25,Male,35,Visual,19,Yes,68,70,53,Yes,Low,28,9,B,Master's,122746.4,14,160,9,True,False,Excellent
S08325,20,Female,18,Kinesthetic,10,No,55,79,68,No,Low,8,5,B,Master's,136529.15,19,136,16,True,False,Poor
S08326,24,Female,5,Visual,12,No,77,66,77,Yes,High,11,10,C,Bachelor's,65773.0,24,74,25,True,False,Poor
S08327,22,Other,10,Kinesthetic,12,Yes,91,46,98,Yes,Medium,19,7,D,High School,42937.0,22,50,28,True,False,Average
S08328,18,Male,34,Auditory,8,Yes,77,49,52,Yes,High,30,5,D,High School,37425.0,14,175,15,True,False,Poor
S08329,21,Female,28,Visual,7,No,100,68,66,Yes,High,20,4,C,Bachelor's,59598.0,16,51,14,False,False,Poor
S08330,21,Female,15,Visual,1,Yes,86,62,65,No,Low,10,9,C,Bachelor's,59165.0,20,34,21,False,False,Excellent
S08331,29,Male,30,Reading/Writing,12,Yes,61,76,70,Yes,Medium,29,8,B,Master's,108654.29999999999,15,87,11,True,True,Average
S08332,26,Female,14,Visual,19,No,53,48,62,Yes,Low,21,4,D,High School,44408.0,21,79,26,False,False,Poor
S08333,24,Male,10,Kinesthetic,10,No,98,65,62,No,Low,18,8,C,Bachelor's,69276.0,22,106,23,False,False,Excellent
S08334,19,Female,47,Auditory,10,Yes,86,63,93,Yes,Low,24,7,C,Bachelor's,67430.0,10,70,5,False,True,Average
S08335,26,Female,6,Auditory,6,No,78,80,72,Yes,Low,6,10,B,Master's,132883.65,23,49,22,True,False,Excellent
S08336,18,Female,16,Auditory,5,No,58,85,82,No,High,4,4,A,PhD,165176.8,20,85,15,True,True,Poor
S08337,29,Female,15,Auditory,10,No,79,57,62,Yes,High,28,5,C,Bachelor's,59767.0,20,93,22,False,True,Poor
S08338,22,Female,21,Visual,20,No,98,94,75,Yes,High,11,9,A,Master's,92861.34999999999,18,80,10,True,False,Poor
S08339,23,Male,40,Visual,12,No,53,78,75,Yes,High,19,5,B,Master's,104043.95,12,66,5,True,False,Poor
S08340,28,Male,14,Auditory,5,Yes,99,97,51,Yes,High,25,8,A,Master's,99607.24999999999,21,147,13,True,False,Poor
S08341,23,Female,48,Auditory,1,Yes,93,75,75,No,Low,1,10,B,Master's,110098.7,9,70,2,False,True,Excellent
S08342,29,Male,10,Reading/Writing,9,Yes,98,49,100,Yes,High,22,4,D,High School,21596.0,22,70,27,True,False,Poor
S08343,29,Female,17,Auditory,16,Yes,53,97,85,Yes,Medium,23,9,A,Master's,127414.24999999999,20,75,11,True,False,Average
S08344,26,Male,12,Reading/Writing,20,Yes,76,87,69,Yes,Medium,16,5,A,Master's,129506.09999999999,21,133,17,True,True,Poor
S08345,25,Female,9,Reading/Writing,1,No,92,99,96,No,Medium,15,9,A,Master's,112878.24999999999,22,88,15,False,False,Average
S08346,25,Male,12,Reading/Writing,10,Yes,74,40,85,Yes,Low,18,4,D,High School,38445.0,21,99,29,False,True,Poor
S08347,28,Male,18,Kinesthetic,17,No,86,75,55,Yes,Medium,13,4,B,PhD,154725.59999999998,19,85,17,True,False,Poor
S08348,28,Female,23,Auditory,7,No,67,58,66,Yes,Medium,20,10,C,Bachelor's,55762.0,18,111,18,False,False,Average
S08349,21,Female,29,Kinesthetic,20,Yes,90,69,100,No,Medium,12,5,C,Bachelor's,65858.0,16,36,12,False,True,Poor
S08350,27,Female,44,Kinesthetic,11,Yes,92,45,95,Yes,Medium,19,8,D,High School,32302.0,11,21,11,True,True,Average
S08351,23,Male,12,Auditory,20,Yes,59,83,87,Yes,High,17,8,B,Master's,136751.09999999998,21,79,18,True,True,Poor
S08352,28,Female,25,Auditory,9,Yes,66,62,91,Yes,Medium,3,8,C,Bachelor's,72928.0,17,99,16,False,False,Average
S08353,25,Male,29,Visual,17,Yes,78,51,69,Yes,Low,1,4,D,High School,32788.0,16,123,17,True,True,Poor
S08354,18,Female,18,Auditory,5,No,58,46,60,Yes,High,24,10,D,High School,34336.0,19,115,24,False,True,Poor
S08355,28,Male,36,Visual,10,No,76,100,91,Yes,Medium,9,6,A,Master's,118003.79999999999,13,105,2,True,False,Average
S08356,27,Male,19,Auditory,10,No,89,85,92,Yes,High,26,4,A,Master's,110215.99999999999,19,110,13,True,False,Poor
S08357,28,Female,13,Auditory,6,Yes,77,43,92,Yes,Medium,8,4,D,High School,46192.0,21,56,27,True,True,Poor
S08358,20,Male,45,Kinesthetic,12,Yes,58,53,66,Yes,Low,9,4,D,High School,39084.0,10,36,8,False,False,Poor
S08359,24,Female,36,Reading/Writing,13,Yes,81,55,80,No,High,17,4,C,Bachelor's,72508.0,13,68,13,False,True,Poor
S08360,23,Female,25,Visual,1,No,94,74,74,Yes,High,10,5,B,Master's,122550.9,17,40,13,True,False,Poor
S08361,29,Female,38,Auditory,3,Yes,88,72,94,Yes,Low,26,9,B,PhD,226521.24999999997,13,33,8,False,True,Excellent
S08362,18,Female,19,Kinesthetic,11,No,95,96,85,No,Low,23,7,A,Master's,94494.34999999999,19,103,11,True,False,Average
S08363,29,Male,29,Kinesthetic,0,No,88,91,64,No,Medium,7,4,A,PhD,185768.69999999998,16,115,7,True,True,Poor
S08364,28,Female,40,Kinesthetic,15,No,74,82,75,Yes,Medium,29,5,B,PhD,142800.09999999998,12,59,4,True,False,Poor
S08365,21,Female,32,Reading/Writing,20,Yes,68,100,99,Yes,Medium,10,10,A,Master's,127952.45,15,91,4,False,True,Average
S08366,26,Female,13,Reading/Writing,5,No,69,41,89,Yes,Medium,25,7,D,High School,42049.0,21,17,27,True,False,Average
S08367,18,Female,18,Auditory,20,No,63,97,62,Yes,Medium,14,7,A,Master's,133161.94999999998,19,111,11,True,True,Average
S08368,27,Female,7,Reading/Writing,12,Yes,99,74,56,Yes,High,13,9,B,PhD,200469.15,23,144,22,False,True,Poor
S08369,27,Male,23,Auditory,20,Yes,81,62,53,Yes,Medium,29,8,C,Bachelor's,74623.0,18,22,17,False,True,Average
S08370,18,Male,36,Auditory,3,No,63,74,82,No,High,25,7,B,PhD,207198.94999999998,13,69,8,True,False,Poor
S08371,24,Other,7,Reading/Writing,1,Yes,73,69,55,Yes,Low,12,8,C,Bachelor's,78055.0,23,130,23,False,True,Excellent
S08372,27,Male,47,Auditory,14,Yes,62,86,75,No,Low,17,7,A,Master's,118356.84999999999,10,32,0,True,False,Average
S08373,21,Female,36,Kinesthetic,14,Yes,100,80,69,Yes,Medium,0,8,B,PhD,139128.15,13,70,7,True,False,Average
S08374,19,Female,30,Reading/Writing,8,Yes,54,62,86,Yes,Low,23,9,C,Bachelor's,73968.0,15,35,14,False,True,Excellent
S08375,25,Male,45,Reading/Writing,5,Yes,82,49,61,Yes,Low,2,9,D,High School,21846.0,10,46,9,True,True,Excellent
S08376,27,Female,20,Visual,19,No,86,57,67,Yes,Medium,28,8,C,Bachelor's,65547.0,19,72,20,False,False,Average
S08377,27,Male,49,Kinesthetic,9,Yes,68,75,93,Yes,Medium,25,9,B,PhD,171969.84999999998,9,62,1,True,True,Average
S08378,23,Female,41,Auditory,6,No,77,51,56,Yes,Medium,12,9,D,High School,48436.0,12,132,11,False,False,Average
S08379,28,Male,26,Reading/Writing,18,Yes,66,86,75,Yes,Medium,30,5,A,PhD,140991.15,17,14,10,False,True,Poor
S08380,18,Male,45,Visual,15,No,67,93,76,Yes,Medium,4,8,A,PhD,216947.49999999997,10,94,0,False,True,Average
S08381,28,Male,5,Visual,12,No,89,97,70,No,Low,21,7,A,Master's,132808.9,24,92,17,False,False,Average
S08382,23,Female,34,Kinesthetic,13,Yes,79,50,72,Yes,High,28,5,D,High School,23396.0,14,30,15,False,True,Poor
S08383,21,Male,14,Reading/Writing,12,No,53,58,64,Yes,Medium,27,10,C,Bachelor's,55365.0,21,76,23,True,False,Average
S08384,27,Male,6,Visual,7,No,72,74,63,Yes,Low,4,10,B,Master's,109055.65,23,84,23,True,False,Excellent
S08385,27,Male,15,Reading/Writing,14,Yes,83,70,59,Yes,High,9,10,B,Master's,92730.25,20,75,19,True,False,Poor
S08386,23,Male,35,Kinesthetic,1,Yes,51,40,92,Yes,Medium,3,8,D,High School,48236.0,14,115,17,True,True,Average
S08387,18,Female,22,Kinesthetic,12,Yes,55,63,58,Yes,Medium,15,10,C,Bachelor's,74684.0,18,117,18,False,True,Average
S08388,29,Female,18,Visual,8,Yes,50,67,78,No,Medium,16,7,C,Bachelor's,55150.0,19,37,19,True,True,Average
S08389,25,Other,38,Visual,19,Yes,80,79,81,Yes,Medium,17,6,B,PhD,222193.8,13,40,6,False,True,Average
S08390,26,Female,35,Visual,16,No,88,84,93,Yes,Medium,17,8,B,Master's,115447.34999999999,14,60,6,True,False,Average
S08391,19,Male,31,Auditory,10,No,94,69,66,Yes,Low,2,5,C,Bachelor's,71325.0,15,105,11,False,True,Poor
S08392,18,Female,7,Visual,5,Yes,78,70,54,Yes,Medium,13,8,B,Master's,94952.04999999999,23,153,23,True,True,Average
S08393,20,Female,14,Auditory,15,Yes,93,96,65,No,Low,25,7,A,PhD,178089.0,21,135,14,True,True,Average
S08394,24,Male,20,Visual,8,Yes,89,53,86,No,Low,10,5,D,High School,39361.0,19,12,21,False,True,Poor
S08395,20,Male,40,Kinesthetic,4,Yes,83,75,95,No,Low,9,9,B,PhD,145569.3,12,67,6,True,True,Excellent
S08396,21,Male,6,Auditory,0,No,64,71,75,Yes,Medium,28,4,B,PhD,216663.44999999998,23,57,24,True,False,Poor
S08397,21,Female,46,Kinesthetic,10,Yes,59,89,61,Yes,Low,30,8,A,Master's,114482.49999999999,10,147,0,False,True,Excellent
S08398,25,Other,21,Reading/Writing,5,Yes,61,47,56,Yes,Low,22,4,D,High School,38360.0,18,42,22,False,True,Poor
S08399,25,Male,9,Kinesthetic,13,Yes,71,84,52,Yes,Medium,26,7,B,Master's,114559.54999999999,22,61,19,False,True,Average
S08400,29,Female,17,Visual,17,No,71,43,79,Yes,Medium,11,4,D,High School,38724.0,20,35,25,False,False,Poor
S08401,21,Female,36,Kinesthetic,13,No,73,60,98,Yes,Low,29,4,C,Bachelor's,62710.0,13,117,12,False,False,Poor
S08402,19,Female,21,Visual,0,No,56,43,87,No,Medium,13,7,D,High School,25689.0,18,90,23,False,True,Average
S08403,21,Male,30,Reading/Writing,20,No,79,94,58,Yes,Medium,18,9,A,PhD,190030.59999999998,15,57,6,True,False,Average
S08404,21,Male,15,Reading/Writing,18,No,99,44,58,Yes,Medium,19,9,D,High School,47622.0,20,172,26,False,False,Average
S08405,29,Female,14,Visual,4,No,80,81,61,No,Low,6,5,B,Master's,133189.55,21,163,17,True,False,Poor
S08406,24,Male,48,Kinesthetic,10,Yes,54,41,97,Yes,Low,11,4,D,High School,23949.0,9,97,10,False,True,Poor
S08407,18,Female,25,Reading/Writing,15,No,72,40,81,No,Medium,28,10,D,High School,22057.0,17,54,22,False,False,Average
S08408,24,Female,46,Visual,0,No,92,64,63,Yes,Low,9,6,C,Bachelor's,63782.0,10,171,6,False,False,Average
S08409,23,Female,20,Kinesthetic,13,No,61,82,72,No,Medium,20,6,B,PhD,226186.59999999998,19,26,14,True,False,Average
S08410,21,Male,15,Kinesthetic,13,Yes,62,61,99,No,High,27,9,C,Bachelor's,50955.0,20,30,21,False,True,Poor
S08411,21,Female,47,Kinesthetic,14,Yes,81,46,64,No,Medium,29,9,D,High School,41999.0,10,124,9,False,False,Average
S08412,22,Male,49,Auditory,16,Yes,51,58,87,Yes,Medium,20,7,C,Bachelor's,56441.0,9,79,5,False,False,Average
S08413,20,Female,22,Auditory,11,No,64,98,91,Yes,Low,0,10,A,Master's,104375.15,18,29,9,True,False,Excellent
S08414,18,Female,47,Kinesthetic,15,Yes,75,52,70,Yes,Low,1,5,D,High School,30299.0,10,30,8,False,True,Poor
S08415,22,Male,44,Reading/Writing,10,Yes,77,74,86,Yes,High,5,7,B,Master's,119525.24999999999,11,83,4,True,True,Poor
S08416,22,Female,37,Kinesthetic,13,Yes,74,89,76,Yes,Medium,27,5,A,Master's,94385.09999999999,13,23,3,True,True,Poor
S08417,29,Male,32,Reading/Writing,4,Yes,74,65,60,Yes,Medium,29,9,C,Bachelor's,79338.0,15,123,12,False,True,Average
S08418,23,Female,13,Reading/Writing,7,Yes,97,90,60,Yes,High,1,5,A,Master's,113541.79999999999,21,42,15,True,False,Poor
S08419,28,Male,31,Visual,5,No,66,64,87,Yes,Low,0,5,C,Bachelor's,57726.0,15,88,13,False,False,Poor
S08420,27,Female,17,Visual,11,Yes,83,81,62,Yes,High,23,7,B,Master's,121778.09999999999,20,99,15,False,True,Poor
S08421,21,Female,19,Kinesthetic,10,Yes,76,61,86,Yes,Low,28,9,C,Bachelor's,68113.0,19,52,19,True,True,Excellent
S08422,29,Male,40,Auditory,8,Yes,96,53,69,No,Medium,14,4,D,High School,46288.0,12,70,11,False,True,Poor
S08423,22,Male,7,Visual,10,Yes,91,45,67,Yes,Low,18,5,D,High School,27218.0,23,159,29,False,True,Poor
S08424,25,Female,11,Visual,16,Yes,51,91,89,No,Medium,22,5,A,PhD,159360.09999999998,22,33,16,True,True,Poor
S08425,25,Male,19,Reading/Writing,8,Yes,51,77,50,Yes,Medium,0,6,B,Master's,104536.15,19,102,15,False,True,Average
S08426,27,Male,11,Auditory,14,No,67,82,54,Yes,Medium,11,4,B,Master's,97766.09999999999,22,124,18,True,False,Poor
S08427,26,Male,42,Auditory,17,Yes,68,58,92,Yes,Medium,14,8,C,Bachelor's,69181.0,11,97,9,False,False,Average
S08428,28,Male,8,Kinesthetic,2,Yes,66,100,82,Yes,High,7,6,A,Master's,129968.4,23,36,16,True,False,Poor
S08429,25,Female,17,Reading/Writing,4,Yes,74,59,74,Yes,Low,21,4,C,Bachelor's,58215.0,20,66,21,True,True,Poor
S08430,27,Male,43,Visual,1,No,95,50,94,No,High,13,6,D,High School,32603.0,11,72,10,False,False,Poor
S08431,27,Male,20,Auditory,19,Yes,50,99,100,Yes,Low,24,10,A,Master's,107659.54999999999,19,19,10,False,True,Excellent
S08432,26,Male,21,Visual,0,No,55,78,52,Yes,Medium,2,9,B,Master's,120945.49999999999,18,177,14,True,False,Average
S08433,21,Male,17,Kinesthetic,1,Yes,66,85,53,No,Medium,9,9,A,Master's,98897.7,20,132,14,True,True,Average
S08434,26,Male,10,Visual,1,No,73,45,93,Yes,Medium,22,8,D,High School,48111.0,22,114,28,True,False,Average
S08435,28,Female,42,Auditory,1,Yes,76,81,53,Yes,Medium,24,7,B,Master's,95604.09999999999,11,75,3,True,True,Average
S08436,18,Male,30,Auditory,12,No,66,49,79,Yes,Medium,23,5,D,High School,26575.0,15,66,17,True,False,Poor
