Student_ID,Age,Study_Hours_per_Week,Online_Courses_Completed,Assignment_Completion_Rate,Exam_Score,Attendance_Rate,Sleep_Hours_per_Night,Parental_Income,Extracurricular_Activities,Commute_Time,Part_Time_Job_Hours,Time_Spent_on_Social_Media,Gender,Preferred_Learning_Style,Participation_in_Discussions,Use_of_Educational_Tech,Peer_Study_Group,Self_Reported_Stress_Level,Parental_Education,Health_Metrics,Final_Grade,Letter_Grade
S07138,23,33.5,14.88,86.62,80.08,86.74,6.3,160158.0,15.52,87.9,17.2,4.11,Female,Visual,Yes,Yes,True,Medium,Masters_Degree,Average,93.79,A
S07139,26,22.0,8.3,79.8,78.58,87.72,7.8,105055.23,16.01,95.4,9.6,2.86,Male,Reading/Writing,Yes,Yes,False,Low,Associate_Degree,Average,89.41,B+
S07140,23,19.5,10.13,72.87,80.44,86.06,8.4,150223.3,20.38,67.4,13.2,3.34,Other,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Excellent,90.73,A-
S07141,25,26.4,9.85,83.84,72.59,77.49,8.1,123398.4,13.16,101.5,10.7,2.18,Female,Visual,Yes,Yes,False,Low,Associate_Degree,Excellent,88.08,B+
S07142,22,18.3,11.56,63.56,65.13,67.54,7.8,138460.92,16.76,95.1,17.6,4.27,Female,Reading/Writing,No,Yes,False,High,Bachelors_Degree,Average,83.86,B
S07143,22,25.0,5.03,73.29,69.27,81.63,8.8,89364.89,14.44,80.7,16.2,2.53,Male,Visual,No,Yes,True,Medium,Some_College_No_Degree,Excellent,82.5,B-
S07144,22,25.7,9.54,81.41,72.46,87.99,9.3,136235.42,20.37,65.7,10.3,1.86,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Excellent,93.41,A
S07145,21,23.0,10.5,80.14,69.63,86.55,7.1,131263.14,19.01,100.2,11.2,3.93,Male,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Average,89.04,B+
S07146,25,25.2,7.98,80.53,72.06,88.93,6.5,76252.01,12.48,84.9,14.6,3.06,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,84.51,B
S07147,23,28.8,8.51,72.87,70.58,73.77,6.0,74581.35,11.19,91.7,13.5,4.14,Female,Visual,No,Yes,False,Medium,Some_College_No_Degree,Average,80.76,B-
S07148,24,5.0,8.59,74.31,60.03,88.05,8.4,135972.01,19.2,88.1,14.2,3.07,Male,Auditory,No,Yes,False,Medium,Bachelors_Degree,Excellent,84.75,B
S07149,22,21.0,12.11,71.05,65.18,76.18,7.6,89570.55,15.99,105.0,10.2,3.91,Other,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,82.26,B-
S07150,23,29.9,5.91,76.98,72.17,93.88,6.1,85584.86,13.33,56.4,20.4,2.61,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,86.36,B
S07151,21,25.7,10.71,81.67,74.35,85.08,7.9,81738.28,19.59,32.3,2.1,2.78,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,90.96,A-
S07152,24,20.7,12.57,75.44,76.63,85.07,7.4,98970.51,15.98,52.2,9.0,3.32,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,86.85,B
S07153,20,32.2,9.03,82.16,77.11,97.34,9.0,95947.93,17.09,56.7,8.2,2.49,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,89.76,B+
S07154,27,18.0,8.68,87.26,87.58,101.96,7.9,145116.27,19.69,90.7,11.4,3.06,Male,Reading/Writing,Yes,Yes,False,Low,Bachelors_Degree,Average,93.94,A
S07155,22,43.6,12.02,90.28,87.82,97.8,6.8,79359.01,14.53,75.6,2.8,3.85,Female,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Average,94.25,A
S07156,25,17.2,5.47,77.81,73.29,86.47,7.4,133887.3,19.35,140.8,11.4,3.43,Male,Reading/Writing,Yes,Yes,False,Low,Bachelors_Degree,Average,86.8,B
S07157,22,25.9,10.41,73.26,70.92,76.52,8.4,123207.41,15.24,111.7,12.0,2.89,Female,Visual,No,Yes,False,Medium,Associate_Degree,Excellent,85.8,B
S07158,20,31.9,10.8,80.42,75.54,90.72,7.3,83415.5,15.8,19.0,5.0,3.54,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,90.96,A-
S07159,23,39.3,8.12,90.65,84.15,97.22,6.9,112978.97,14.39,60.5,9.7,2.68,Male,Kinesthetic,Yes,Yes,True,Low,Associate_Degree,Average,95.59,A
S07160,22,38.4,12.93,85.49,84.04,92.44,6.6,119767.7,15.63,89.2,8.4,4.21,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,93.49,A
S07161,19,44.7,17.4,91.95,74.84,84.07,7.6,105854.16,13.21,113.3,7.4,3.66,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,90.44,A-
S07162,20,29.4,13.82,78.62,72.43,85.43,7.8,102753.15,17.54,92.0,7.5,4.18,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,88.58,B+
S07163,22,33.0,7.65,75.04,76.59,80.28,6.3,80841.18,14.23,82.8,13.6,3.75,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,85.0,B
S07164,23,20.8,6.88,74.77,74.14,86.77,9.0,113688.81,18.65,100.2,12.6,3.06,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,86.47,B
S07165,25,10.7,7.32,66.46,67.58,77.63,8.4,160473.45,17.53,129.1,16.1,3.88,Male,Auditory,No,Yes,False,Medium,Masters_Degree,Excellent,81.75,B-
S07166,23,8.1,4.95,65.61,52.96,67.68,8.3,94515.15,17.39,112.6,15.9,4.03,Female,Auditory,No,Yes,False,High,Some_College_No_Degree,Excellent,77.39,C+
S07167,24,25.6,13.57,85.76,79.67,93.95,7.2,144716.23,15.69,58.6,13.9,2.05,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,93.46,A
S07168,22,28.4,10.37,82.76,80.9,93.58,8.3,107097.86,17.93,76.5,7.9,1.96,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,91.68,A-
S07169,21,34.2,11.0,78.25,58.25,74.08,4.8,19800.0,9.0,109.3,18.5,5.03,Male,Visual,Yes,Yes,False,Medium,High_School_Diploma,Poor,73.42,C
S07170,23,12.6,9.43,76.18,64.96,86.61,8.3,128787.85,17.24,90.5,13.5,3.29,Female,Auditory,Yes,Yes,False,Medium,Associate_Degree,Excellent,86.03,B
S07171,24,17.8,9.47,70.11,74.1,82.23,7.7,108616.15,15.11,86.6,19.8,4.28,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,81.03,B-
S07172,24,24.6,10.23,81.95,76.55,91.94,7.0,94279.87,18.28,84.6,15.4,3.92,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,85.0,B
S07173,20,22.5,7.44,67.03,66.48,74.15,8.9,94225.26,15.82,105.2,16.7,3.3,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,78.01,C+
S07174,23,24.7,7.89,70.41,71.51,76.74,6.6,116470.79,14.95,148.2,17.4,4.47,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,77.48,C+
S07175,18,32.4,10.34,74.75,67.15,85.17,7.4,45139.79,15.05,44.2,6.7,3.65,Female,Visual,No,Yes,True,Medium,High_School_Diploma,Average,82.63,B-
S07176,21,17.3,11.02,73.52,67.67,81.47,8.6,88314.03,18.88,74.0,13.3,2.88,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Excellent,80.7,B-
S07177,20,28.3,16.66,77.23,67.17,89.26,4.9,128408.67,14.79,74.8,14.0,5.74,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Poor,89.41,B+
S07178,20,26.1,8.44,71.85,67.13,75.57,7.0,89170.89,16.33,112.7,10.0,3.74,Female,Visual,No,Yes,False,Medium,Some_College_No_Degree,Average,81.67,B-
S07179,21,28.9,11.31,72.67,68.05,80.6,7.3,73900.69,13.29,70.2,13.2,4.56,Female,Visual,No,Yes,True,Medium,Some_College_No_Degree,Average,82.57,B-
S07180,23,25.0,11.36,76.47,68.61,78.22,7.1,94698.08,13.35,79.8,7.8,4.5,Female,Visual,Yes,Yes,False,Medium,Some_College_No_Degree,Average,86.29,B
S07181,23,34.2,14.04,82.66,76.24,84.64,7.0,117367.17,14.18,140.7,7.3,4.62,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,88.57,B+
S07182,24,5.0,11.29,66.58,53.79,67.97,7.3,105055.49,16.53,106.2,18.3,4.26,Female,Auditory,No,Yes,False,High,Associate_Degree,Average,75.62,C
S07183,18,37.0,9.39,80.25,74.66,92.51,9.1,65895.66,14.64,53.0,1.4,2.36,Female,Kinesthetic,Yes,Yes,True,Medium,High_School_Diploma,Excellent,88.01,B+
S07184,20,15.0,8.96,68.27,54.76,70.72,10.0,86031.75,16.15,78.9,10.2,3.47,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,79.14,C+
S07185,23,29.8,11.85,80.72,74.43,84.34,6.9,94472.83,13.86,71.9,18.7,2.59,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,83.39,B
S07186,23,25.8,7.51,71.34,68.72,74.92,7.2,93439.29,15.75,136.9,16.3,4.42,Male,Visual,No,Yes,False,Medium,Some_College_No_Degree,Average,75.6,C
S07187,22,34.2,10.88,94.34,74.5,92.59,7.2,108522.75,13.61,67.9,9.2,2.67,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,92.52,A-
S07188,25,18.4,5.85,78.52,65.42,82.09,7.7,122833.03,15.55,105.3,19.2,3.32,Male,Reading/Writing,Yes,Yes,False,Low,Associate_Degree,Average,84.59,B
S07189,23,16.0,10.03,68.06,65.62,80.79,8.4,136810.66,14.99,85.9,13.8,3.95,Female,Reading/Writing,No,Yes,False,High,Bachelors_Degree,Excellent,87.32,B+
S07190,23,28.3,14.03,79.82,77.48,80.18,8.0,108052.3,16.86,94.5,11.2,4.08,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,87.8,B+
S07191,23,19.8,10.26,75.91,69.51,79.51,9.1,122998.0,16.69,74.7,13.5,3.27,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,86.17,B
S07192,24,25.2,10.92,81.18,73.15,83.3,5.8,90714.1,13.32,84.8,12.8,3.88,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Poor,84.92,B
S07193,21,12.3,10.9,68.84,64.71,75.28,9.5,94801.48,19.72,46.4,9.3,3.21,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Excellent,81.04,B-
S07194,24,35.8,9.04,79.72,80.49,85.18,5.9,78559.12,14.02,107.8,14.6,4.88,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Poor,86.02,B
S07195,27,32.2,9.47,96.28,91.82,101.99,8.1,139768.58,17.31,73.6,9.5,2.05,Female,Visual,Yes,Yes,True,Low,Bachelors_Degree,Excellent,99.95,A
S07196,23,27.0,9.21,86.57,73.83,92.32,9.2,60241.16,16.35,65.6,9.5,1.85,Male,Visual,Yes,Yes,True,Low,High_School_Diploma,Excellent,85.35,B
S07197,26,5.0,5.74,62.38,47.09,59.2,8.0,105513.64,16.77,141.3,22.0,4.3,Female,Auditory,No,Yes,False,Medium,Associate_Degree,Average,69.5,D
S07198,22,23.4,8.4,71.92,76.08,85.87,7.1,80359.35,16.66,86.0,6.8,3.99,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,85.85,B
S07199,20,45.6,13.37,88.93,82.54,90.95,7.1,124290.95,13.26,114.6,0.2,3.9,Female,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,96.46,A
S07200,24,34.1,10.25,84.87,72.02,81.05,6.1,64899.42,11.4,110.5,20.0,3.8,Female,Visual,Yes,Yes,True,Medium,High_School_Diploma,Average,79.65,C+
S07201,19,30.2,10.62,82.49,67.15,86.79,9.4,83399.79,15.62,71.8,2.9,2.96,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,88.2,B+
S07202,21,30.7,8.95,77.32,72.89,90.34,6.7,91719.22,14.29,58.8,8.9,3.74,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,89.07,B+
S07203,20,7.8,7.66,49.29,49.36,55.84,7.5,19800.0,15.37,111.5,11.6,4.48,Male,Auditory,No,Yes,False,High,High_School_Diploma,Average,69.0,D
S07204,22,33.4,15.06,81.26,70.83,90.8,5.6,110519.28,14.13,111.5,14.7,4.96,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Poor,88.92,B+
S07205,23,11.3,10.02,63.45,51.79,70.37,7.6,91358.74,12.53,135.1,20.2,5.05,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Average,68.55,D
S07206,21,28.1,9.65,83.47,73.21,93.58,9.8,109403.94,17.45,62.7,3.6,2.25,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,93.68,A
S07207,23,22.9,8.79,73.06,79.38,85.38,8.1,129195.03,18.45,61.6,12.1,3.02,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,90.32,A-
S07208,19,26.8,6.87,68.45,67.78,77.28,7.3,50627.79,15.46,60.8,9.9,4.33,Female,Visual,No,Yes,False,High,High_School_Diploma,Average,81.17,B-
S07209,21,17.8,10.84,74.86,71.45,88.6,8.4,91450.72,17.96,41.7,17.5,2.88,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Excellent,81.7,B-
S07210,23,30.2,8.95,79.15,80.26,89.84,6.6,110837.75,14.84,80.9,7.1,3.73,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,91.93,A-
S07211,22,20.4,9.17,68.7,65.94,72.71,8.2,96128.78,15.42,135.3,8.5,3.96,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,75.85,C
S07212,25,20.3,8.75,74.53,84.87,87.03,6.6,132150.27,19.31,55.5,7.1,3.67,Male,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Average,93.9,A
S07213,23,16.3,5.22,63.04,55.6,58.01,7.7,64132.95,15.14,176.7,16.2,5.25,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,66.71,D
S07214,22,31.3,11.97,78.66,80.14,84.61,7.7,140770.33,14.7,96.7,3.9,3.33,Female,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Average,93.61,A
S07215,21,20.3,7.3,65.85,55.5,71.94,7.8,68626.29,11.02,121.4,16.9,5.15,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,67.67,D
S07216,20,26.5,12.86,78.29,76.84,95.69,7.8,125482.37,20.33,97.9,3.9,4.35,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,92.34,A-
S07217,25,29.1,9.98,80.92,84.87,89.82,6.3,130169.65,13.47,79.8,12.8,3.12,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,92.54,A-
S07218,21,37.6,11.94,85.64,74.26,79.09,8.4,95773.39,16.11,103.3,3.6,3.19,Female,Kinesthetic,Yes,Yes,False,Medium,Some_College_No_Degree,Excellent,90.09,A-
S07219,20,30.9,14.65,78.65,75.98,96.04,7.2,160082.51,16.66,84.7,8.8,4.44,Female,Visual,Yes,Yes,True,Medium,Masters_Degree,Average,96.59,A
S07220,21,14.6,10.08,62.78,61.64,64.19,8.4,124214.98,18.46,120.3,12.4,4.06,Female,Auditory,No,Yes,False,High,Associate_Degree,Excellent,75.32,C
S07221,24,15.4,8.44,72.33,59.92,65.73,7.4,60585.28,14.08,125.6,16.9,4.34,Female,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Average,68.88,D
S07222,21,30.7,13.08,74.9,87.24,89.57,7.5,111466.93,19.45,32.8,6.0,3.59,Female,Visual,No,Yes,True,High,Associate_Degree,Average,92.88,A-
S07223,22,29.0,16.33,77.1,75.37,86.86,6.9,150095.47,15.05,93.2,10.5,4.21,Female,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Average,93.33,A
S07224,25,32.9,11.95,86.19,85.46,83.43,7.4,120341.35,18.46,101.8,14.6,2.84,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,89.9,B+
S07225,19,17.5,5.31,63.75,53.12,68.79,8.6,80737.83,15.93,93.6,16.0,3.3,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,76.91,C
S07226,24,20.4,6.96,74.69,66.98,78.82,7.0,100755.95,14.38,120.6,15.6,4.15,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,78.1,C+
S07227,24,22.5,8.98,77.94,66.84,79.99,8.8,141435.28,14.69,139.1,12.7,3.76,Female,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Excellent,82.89,B-
S07228,21,23.8,7.04,67.55,65.36,75.38,7.5,67844.09,13.45,97.0,14.3,4.26,Female,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,77.48,C+
S07229,25,31.8,13.8,86.77,94.22,101.65,5.8,141996.63,18.03,76.9,9.3,4.1,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Poor,97.72,A
S07230,24,35.1,9.58,90.36,77.73,86.79,7.0,104975.19,16.31,98.7,11.6,2.9,Male,Kinesthetic,Yes,Yes,True,Low,Associate_Degree,Average,91.75,A-
S07231,21,16.9,11.61,65.38,62.39,79.74,5.8,77043.64,14.8,116.3,10.0,5.92,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Poor,79.68,C+
S07232,23,15.2,11.38,66.82,53.03,58.95,7.0,146453.04,15.05,161.9,13.9,4.89,Male,Reading/Writing,No,Yes,False,High,Bachelors_Degree,Average,78.34,C+
S07233,23,20.6,14.98,79.92,70.95,87.82,6.9,155830.33,15.97,89.5,16.1,3.57,Female,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Average,89.83,B+
S07234,23,15.8,6.13,72.74,65.63,79.69,8.0,70632.28,17.87,105.0,10.5,4.33,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,81.14,B-
S07235,19,29.0,11.6,72.47,74.58,75.38,9.4,101100.34,19.48,67.5,6.4,3.16,Male,Visual,No,Yes,False,Medium,Associate_Degree,Excellent,87.84,B+
S07236,22,21.1,10.94,74.58,58.84,69.51,7.7,68780.24,13.09,109.7,16.3,4.13,Male,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Average,76.07,C
S07237,21,30.3,10.69,79.15,68.81,78.75,7.1,70538.92,15.63,97.4,7.8,4.04,Male,Visual,Yes,Yes,False,Medium,Some_College_No_Degree,Average,84.39,B
S07238,22,23.2,4.14,68.37,59.97,68.98,7.1,69757.01,13.19,106.8,21.6,3.5,Female,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Average,74.85,C
S07239,24,38.1,12.68,89.65,89.02,101.83,6.2,112075.67,17.47,75.7,15.3,3.95,Female,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,94.17,A
S07240,22,29.3,8.63,84.82,76.75,90.36,9.2,106599.96,17.03,40.6,8.8,1.07,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,92.69,A-
S07241,21,33.8,12.39,85.25,81.91,94.75,7.6,72048.12,17.63,69.2,10.0,4.22,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,86.96,B
S07242,22,23.3,12.46,81.95,77.27,91.68,7.1,109861.71,18.16,19.9,12.1,3.57,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,90.08,A-
S07243,23,15.3,6.09,71.15,57.66,68.92,7.7,103070.39,12.12,108.0,14.3,4.05,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,80.43,B-
S07244,22,43.3,14.68,81.07,90.89,99.59,6.5,103690.03,14.43,73.1,10.9,3.98,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,94.48,A
S07245,23,20.5,7.31,75.94,67.16,75.5,9.2,118251.1,15.54,95.0,16.9,2.95,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,83.12,B
S07246,22,30.9,17.24,83.29,85.37,93.61,5.9,140994.99,18.7,54.1,7.0,4.07,Male,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Poor,95.68,A
S07247,24,31.3,10.31,80.6,84.66,81.92,6.6,123192.38,18.67,101.7,13.3,3.85,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,89.0,B+
S07248,24,15.7,4.78,68.54,61.28,70.79,7.4,110517.35,14.54,146.0,19.2,4.46,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,74.1,C
S07249,21,23.7,13.48,75.77,56.76,71.27,7.3,69127.91,16.03,149.4,14.2,4.96,Female,Reading/Writing,Yes,Yes,False,Medium,High_School_Diploma,Average,71.38,C-
S07250,19,38.5,16.03,77.38,78.34,90.75,7.3,77273.72,16.26,83.9,12.3,3.74,Female,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Average,86.45,B
S07251,21,23.0,9.03,74.3,73.52,92.17,6.9,70387.56,16.51,10.0,14.9,3.79,Female,Reading/Writing,No,No,False,Medium,Some_College_No_Degree,Average,85.18,B
S07252,20,21.8,10.88,63.62,62.55,76.4,6.4,96355.88,12.51,108.3,14.8,4.41,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,78.19,C+
S07253,21,18.1,10.94,67.78,53.22,64.9,9.2,58798.21,14.14,92.7,18.3,3.61,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,73.26,C
S07254,23,21.8,10.83,75.33,71.69,85.31,7.7,108244.62,16.48,80.1,12.6,4.1,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,87.7,B+
S07255,22,32.8,8.71,80.47,64.4,75.26,7.1,61362.62,11.55,96.6,10.9,4.38,Male,Visual,Yes,Yes,False,Medium,High_School_Diploma,Average,81.6,B-
S07256,22,17.9,8.19,65.31,66.7,75.31,5.7,50598.82,15.5,52.2,16.1,5.05,Female,Reading/Writing,No,No,False,High,High_School_Diploma,Poor,78.26,C+
S07257,23,14.5,7.55,71.91,65.93,82.3,8.8,142658.31,16.88,115.1,14.9,2.9,Female,Auditory,No,Yes,False,Medium,Bachelors_Degree,Excellent,86.1,B
S07258,25,20.5,4.95,77.71,75.79,84.18,7.4,119691.49,16.85,90.3,10.8,3.09,Male,Reading/Writing,Yes,Yes,False,Low,Associate_Degree,Average,89.33,B+
S07259,24,30.4,12.42,86.77,69.33,84.38,6.8,126313.86,15.28,137.2,15.3,4.74,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,86.86,B
S07260,20,40.5,13.4,84.94,83.16,93.7,5.5,110096.33,13.84,56.1,13.6,4.25,Female,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Poor,91.18,A-
S07261,21,30.0,8.52,73.86,71.65,80.37,6.2,45014.65,12.63,79.0,13.7,3.72,Female,Visual,No,Yes,True,Medium,High_School_Diploma,Average,78.54,C+
S07262,24,34.0,10.35,86.56,82.73,88.05,7.0,72684.37,15.86,92.4,10.0,3.16,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,86.92,B
S07263,21,21.5,7.59,64.05,56.15,64.85,7.4,100718.3,13.31,168.6,13.2,4.92,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,73.81,C
S07264,19,13.8,8.81,60.9,62.0,83.03,7.6,133692.61,16.62,70.7,16.0,4.45,Male,Auditory,No,Yes,False,High,Bachelors_Degree,Average,83.75,B
S07265,26,34.1,11.4,93.66,85.62,99.22,7.2,122400.05,16.55,100.7,8.0,3.2,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,96.08,A
S07266,20,34.3,12.22,79.19,70.89,84.98,7.9,101557.47,14.66,85.6,7.9,4.05,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,90.53,A-
S07267,22,31.4,8.76,88.4,77.42,95.2,8.5,98199.87,17.22,54.8,12.5,1.42,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Excellent,89.77,B+
S07268,21,10.0,5.36,60.26,55.13,59.98,9.3,80949.52,17.89,114.4,13.3,3.7,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Excellent,75.07,C
S07269,19,28.4,13.3,74.88,66.91,83.76,8.0,113848.99,15.09,106.3,12.8,3.71,Female,Visual,No,Yes,True,Medium,Associate_Degree,Average,84.81,B
S07270,26,15.3,10.04,74.32,71.77,79.86,7.7,154041.63,14.63,116.3,13.5,4.06,Male,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Average,88.19,B+
S07271,24,22.0,8.51,72.32,64.66,68.77,6.3,123652.22,12.67,147.4,13.9,4.58,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,77.83,C+
S07272,20,29.4,11.15,71.88,71.36,77.07,7.9,82774.86,14.17,85.6,13.7,3.65,Female,Visual,No,Yes,False,Medium,Some_College_No_Degree,Average,81.54,B-
S07273,25,28.9,10.23,85.69,74.21,86.94,6.1,99311.54,14.12,106.5,13.8,2.77,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,86.98,B
S07274,19,28.1,9.34,76.07,66.32,75.69,8.8,103132.57,19.31,88.6,8.7,3.07,Female,Visual,Yes,Yes,False,Medium,Associate_Degree,Excellent,86.85,B
S07275,20,27.2,12.41,78.75,69.97,75.92,7.5,84355.53,16.82,89.8,6.7,4.02,Male,Visual,Yes,Yes,False,Medium,Some_College_No_Degree,Average,84.62,B
S07276,23,27.7,8.53,73.91,68.53,75.9,7.7,105534.02,14.48,113.7,10.8,4.68,Male,Visual,No,Yes,False,Medium,Associate_Degree,Average,87.43,B+
S07277,24,9.5,4.05,67.78,57.88,70.1,7.4,70483.23,18.11,81.8,16.6,4.1,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Average,76.55,C
S07278,22,28.7,8.26,76.59,59.87,72.34,7.3,72844.01,12.04,154.0,12.5,4.75,Male,Visual,Yes,Yes,False,Medium,Some_College_No_Degree,Average,74.0,C
S07279,22,18.4,8.84,60.56,67.56,71.75,7.1,131227.74,16.29,145.1,12.5,5.26,Female,Reading/Writing,No,Yes,False,High,Bachelors_Degree,Average,79.32,C+
S07280,23,20.7,12.55,82.08,66.0,82.25,9.4,129690.72,16.56,95.2,11.6,2.92,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,87.93,B+
S07281,21,20.4,11.46,61.93,62.44,68.53,7.7,84019.8,14.59,101.7,15.9,5.0,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,77.7,C+
S07282,24,20.8,8.98,63.07,74.03,63.39,8.3,83591.09,14.28,135.4,8.3,3.83,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,74.12,C
S07283,21,22.9,10.73,70.53,67.68,72.09,7.7,57571.15,16.03,74.2,9.0,3.84,Male,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Average,80.87,B-
S07284,19,22.6,9.42,60.12,53.51,52.15,8.3,74069.12,12.63,147.1,7.7,3.67,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,69.34,D
S07285,23,20.8,6.23,75.47,65.71,78.24,7.0,75176.94,16.67,74.3,10.9,4.09,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,84.72,B
S07286,23,11.6,5.79,56.97,54.39,65.04,7.4,109648.95,14.46,116.5,10.9,4.25,Male,Auditory,No,Yes,False,High,Associate_Degree,Average,82.66,B-
