age;workclass;fnlwgt;education;education_num;marital_status;occupation;relationship;race;sex;capital_gain;capital_loss;hours_per_week;native_country;label
27.0;Private;152246.0;HS-grad;9.0;Never-married;Machine-op-inspct;Own-child;Asian-Pac-Islander;Male;0.0;0.0;40.0;Philippines;<=50K
30.0;Federal-gov;355789.0;HS-grad;9.0;Never-married;Adm-clerical;Not-in-family;Black;Female;0.0;0.0;50.0;United-States;<=50K
43.0;Local-gov;311914.0;Some-college;10.0;Divorced;Adm-clerical;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
53.0;Private;20438.0;Some-college;10.0;Separated;Exec-managerial;Unmarried;Amer-Indian-Eskimo;Female;0.0;0.0;15.0;United-States;<=50K
25.0;Private;213412.0;Bachelors;13.0;Never-married;Tech-support;Unmarried;White;Male;0.0;0.0;40.0;United-States;<=50K
24.0;Private;508548.0;HS-grad;9.0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0.0;0.0;50.0;United-States;<=50K
41.0;Private;115849.0;HS-grad;9.0;Married-civ-spouse;Transport-moving;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
47.0;Local-gov;80282.0;Bachelors;13.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;3137.0;0.0;40.0;United-States;<=50K
30.0;Private;226943.0;HS-grad;9.0;Divorced;Adm-clerical;Unmarried;White;Female;0.0;0.0;35.0;United-States;<=50K
38.0;Private;51100.0;Bachelors;13.0;Divorced;Exec-managerial;Not-in-family;White;Male;3325.0;0.0;40.0;United-States;<=50K
59.0;Private;191965.0;11th;7.0;Married-civ-spouse;Other-service;Wife;White;Female;3908.0;0.0;28.0;United-States;<=50K
52.0;Private;165681.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
50.0;Private;120914.0;11th;7.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
29.0;Self-emp-not-inc;32280.0;HS-grad;9.0;Never-married;Farming-fishing;Not-in-family;White;Male;0.0;0.0;45.0;United-States;<=50K
59.0;Private;188041.0;HS-grad;9.0;Divorced;Handlers-cleaners;Not-in-family;Black;Male;0.0;0.0;40.0;United-States;<=50K
47.0;Private;166634.0;Some-college;10.0;Divorced;Exec-managerial;Unmarried;White;Female;0.0;0.0;40.0;Germany;<=50K
24.0;Private;227070.0;10th;6.0;Married-civ-spouse;Machine-op-inspct;Wife;White;Female;0.0;0.0;40.0;United-States;<=50K
30.0;Private;190823.0;Some-college;10.0;Never-married;Other-service;Own-child;Black;Female;0.0;0.0;40.0;United-States;<=50K
55.0;Private;174478.0;10th;6.0;Never-married;Other-service;Not-in-family;White;Male;0.0;0.0;29.0;United-States;<=50K
26.0;State-gov;272986.0;Assoc-acdm;12.0;Never-married;Adm-clerical;Own-child;Black;Female;0.0;0.0;8.0;United-States;<=50K
31.0;Private;193231.0;Bachelors;13.0;Never-married;Tech-support;Not-in-family;White;Male;3325.0;0.0;60.0;United-States;<=50K
38.0;Private;91857.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;44.0;United-States;<=50K
36.0;Private;732569.0;9th;5.0;Divorced;Adm-clerical;Unmarried;White;Female;0.0;0.0;40.0;United-States;<=50K
78.0;Private;111189.0;7th-8th;4.0;Never-married;Machine-op-inspct;Not-in-family;White;Female;0.0;0.0;35.0;Dominican-Republic;<=50K
35.0;Local-gov;162651.0;Bachelors;13.0;Divorced;Prof-specialty;Not-in-family;White;Male;0.0;0.0;40.0;Puerto-Rico;<=50K
22.0;Private;309178.0;HS-grad;9.0;Never-married;Transport-moving;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
19.0;Private;69770.0;Some-college;10.0;Never-married;Other-service;Own-child;White;Male;0.0;0.0;20.0;United-States;<=50K
26.0;Private;102460.0;Some-college;10.0;Married-civ-spouse;Adm-clerical;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
21.0;Private;232569.0;HS-grad;9.0;Never-married;Handlers-cleaners;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
50.0;Private;92968.0;Bachelors;13.0;Never-married;Sales;Unmarried;White;Female;0.0;0.0;32.0;United-States;<=50K
21.0;Private;177265.0;Assoc-acdm;12.0;Never-married;Other-service;Own-child;White;Female;0.0;0.0;30.0;United-States;<=50K
23.0;Private;122048.0;HS-grad;9.0;Never-married;Machine-op-inspct;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
44.0;Private;355728.0;Some-college;10.0;Separated;Exec-managerial;Not-in-family;White;Male;0.0;1980.0;45.0;England;<=50K
27.0;Private;178778.0;HS-grad;9.0;Married-civ-spouse;Transport-moving;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
44.0;Private;201924.0;Bachelors;13.0;Divorced;Sales;Unmarried;White;Female;0.0;0.0;35.0;United-States;<=50K
25.0;Private;150553.0;9th;5.0;Married-spouse-absent;Adm-clerical;Unmarried;Asian-Pac-Islander;Female;0.0;0.0;40.0;Vietnam;<=50K
54.0;Private;172962.0;HS-grad;9.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
74.0;Self-emp-not-inc;119129.0;HS-grad;9.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;2149.0;20.0;United-States;<=50K
26.0;Private;148298.0;HS-grad;9.0;Never-married;Exec-managerial;Not-in-family;White;Female;0.0;0.0;50.0;United-States;<=50K
48.0;Federal-gov;147397.0;HS-grad;9.0;Married-civ-spouse;Adm-clerical;Husband;White;Male;0.0;0.0;36.0;United-States;<=50K
44.0;Private;467799.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
50.0;Private;158284.0;Some-college;10.0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
46.0;Federal-gov;110884.0;HS-grad;9.0;Never-married;Adm-clerical;Not-in-family;Amer-Indian-Eskimo;Male;0.0;0.0;40.0;United-States;<=50K
26.0;Private;187652.0;Assoc-acdm;12.0;Never-married;Tech-support;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
47.0;Private;152073.0;HS-grad;9.0;Divorced;Machine-op-inspct;Unmarried;White;Female;0.0;0.0;40.0;United-States;<=50K
27.0;Private;373499.0;5th-6th;3.0;Never-married;Other-service;Not-in-family;White;Male;0.0;0.0;60.0;El-Salvador;<=50K
34.0;Private;154548.0;Some-college;10.0;Never-married;Adm-clerical;Unmarried;White;Female;0.0;0.0;38.0;United-States;<=50K
30.0;Private;288566.0;Bachelors;13.0;Never-married;Other-service;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
21.0;Private;344492.0;Some-college;10.0;Never-married;Other-service;Own-child;White;Female;0.0;0.0;30.0;United-States;<=50K
50.0;Private;118058.0;Some-college;10.0;Married-civ-spouse;Transport-moving;Husband;White;Male;0.0;0.0;50.0;United-States;<=50K
36.0;Private;111268.0;Assoc-acdm;12.0;Divorced;Sales;Unmarried;White;Female;0.0;0.0;40.0;United-States;<=50K
41.0;State-gov;518030.0;Bachelors;13.0;Never-married;Protective-serv;Not-in-family;Black;Male;0.0;1590.0;40.0;Puerto-Rico;<=50K
24.0;Self-emp-not-inc;102942.0;Some-college;10.0;Never-married;Other-service;Not-in-family;White;Female;0.0;0.0;50.0;United-States;<=50K
39.0;Private;248445.0;5th-6th;3.0;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0.0;0.0;40.0;Mexico;<=50K
23.0;Private;82889.0;Some-college;10.0;Never-married;Adm-clerical;Own-child;White;Female;0.0;0.0;16.0;United-States;<=50K
27.0;Self-emp-inc;190911.0;HS-grad;9.0;Never-married;Sales;Own-child;White;Male;0.0;0.0;45.0;United-States;<=50K
23.0;Private;123490.0;11th;7.0;Divorced;Other-service;Unmarried;White;Female;0.0;0.0;35.0;United-States;<=50K
29.0;Private;218785.0;Some-college;10.0;Married-civ-spouse;Adm-clerical;Wife;White;Female;0.0;0.0;65.0;United-States;<=50K
17.0;Private;47771.0;11th;7.0;Never-married;Prof-specialty;Own-child;White;Female;0.0;0.0;20.0;United-States;<=50K
30.0;Private;447739.0;Doctorate;16.0;Never-married;Prof-specialty;Not-in-family;White;Male;0.0;0.0;60.0;United-States;<=50K
33.0;Private;167309.0;Bachelors;13.0;Never-married;Adm-clerical;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
32.0;Federal-gov;44777.0;HS-grad;9.0;Separated;Machine-op-inspct;Not-in-family;Black;Male;0.0;0.0;46.0;United-States;<=50K
24.0;Private;100321.0;Some-college;10.0;Divorced;Craft-repair;Not-in-family;White;Male;0.0;0.0;48.0;United-States;<=50K
23.0;Private;184813.0;Some-college;10.0;Married-civ-spouse;Other-service;Husband;White;Male;0.0;0.0;20.0;United-States;<=50K
19.0;Private;214935.0;Some-college;10.0;Never-married;Handlers-cleaners;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
23.0;Private;107801.0;Bachelors;13.0;Never-married;Adm-clerical;Own-child;White;Female;0.0;0.0;20.0;United-States;<=50K
47.0;Private;102771.0;7th-8th;4.0;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0.0;0.0;40.0;Portugal;<=50K
33.0;Private;130057.0;Assoc-acdm;12.0;Never-married;Craft-repair;Not-in-family;White;Male;0.0;0.0;45.0;United-States;<=50K
57.0;Private;99364.0;9th;5.0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0.0;0.0;40.0;Puerto-Rico;<=50K
22.0;State-gov;262819.0;Some-college;10.0;Never-married;Adm-clerical;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
32.0;Private;390997.0;1st-4th;2.0;Never-married;Farming-fishing;Not-in-family;Other;Male;0.0;0.0;50.0;Mexico;<=50K
42.0;Private;222011.0;Some-college;10.0;Divorced;Sales;Unmarried;White;Female;0.0;0.0;43.0;United-States;<=50K
39.0;Private;305597.0;Assoc-voc;11.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
36.0;Self-emp-not-inc;207202.0;10th;6.0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0.0;0.0;60.0;United-States;<=50K
38.0;Private;372484.0;11th;7.0;Never-married;Other-service;Own-child;Black;Female;0.0;0.0;40.0;United-States;<=50K
28.0;Private;354095.0;Some-college;10.0;Never-married;Sales;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
17.0;Private;96282.0;10th;6.0;Never-married;Other-service;Own-child;White;Male;0.0;0.0;14.0;United-States;<=50K
18.0;Private;100875.0;11th;7.0;Never-married;Other-service;Unmarried;White;Female;0.0;0.0;28.0;United-States;<=50K
36.0;Private;355053.0;HS-grad;9.0;Separated;Other-service;Unmarried;Black;Female;0.0;0.0;28.0;United-States;<=50K
54.0;Private;257765.0;7th-8th;4.0;Divorced;Machine-op-inspct;Not-in-family;White;Male;0.0;0.0;40.0;Guatemala;<=50K
55.0;Private;160303.0;HS-grad;9.0;Widowed;Adm-clerical;Other-relative;White;Female;0.0;0.0;40.0;United-States;<=50K
30.0;Private;43953.0;HS-grad;9.0;Never-married;Adm-clerical;Other-relative;White;Female;0.0;1974.0;40.0;United-States;<=50K
21.0;Private;203076.0;HS-grad;9.0;Never-married;Handlers-cleaners;Own-child;White;Male;0.0;0.0;35.0;United-States;<=50K
31.0;Private;120461.0;Some-college;10.0;Never-married;Sales;Own-child;White;Female;0.0;0.0;40.0;United-States;<=50K
21.0;Private;83033.0;Some-college;10.0;Never-married;Adm-clerical;Own-child;White;Female;2176.0;0.0;20.0;United-States;<=50K
30.0;Private;169104.0;Assoc-acdm;12.0;Never-married;Other-service;Other-relative;Asian-Pac-Islander;Male;0.0;0.0;40.0;Vietnam;<=50K
26.0;Local-gov;180957.0;Masters;14.0;Never-married;Prof-specialty;Not-in-family;White;Male;0.0;0.0;50.0;United-States;<=50K
37.0;Private;69251.0;Some-college;10.0;Married-civ-spouse;Transport-moving;Husband;Asian-Pac-Islander;Male;0.0;0.0;40.0;United-States;<=50K
18.0;Private;27780.0;HS-grad;9.0;Never-married;Sales;Own-child;White;Female;0.0;0.0;25.0;United-States;<=50K
33.0;Private;322873.0;HS-grad;9.0;Divorced;Sales;Not-in-family;White;Female;0.0;0.0;50.0;United-States;<=50K
23.0;Private;56774.0;HS-grad;9.0;Never-married;Craft-repair;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
46.0;Self-emp-not-inc;154083.0;Masters;14.0;Never-married;Exec-managerial;Not-in-family;White;Male;0.0;0.0;25.0;United-States;<=50K
33.0;Private;103596.0;Assoc-voc;11.0;Married-civ-spouse;Transport-moving;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
25.0;Private;212311.0;Some-college;10.0;Never-married;Adm-clerical;Unmarried;Black;Female;0.0;0.0;40.0;United-States;<=50K
17.0;Private;143331.0;10th;6.0;Never-married;Sales;Own-child;White;Male;0.0;0.0;15.0;United-States;<=50K
33.0;Private;136331.0;HS-grad;9.0;Married-spouse-absent;Craft-repair;Unmarried;White;Male;0.0;0.0;50.0;United-States;<=50K
38.0;Private;32837.0;Bachelors;13.0;Divorced;Prof-specialty;Unmarried;White;Female;0.0;0.0;56.0;United-States;<=50K
44.0;Private;77313.0;HS-grad;9.0;Divorced;Adm-clerical;Unmarried;White;Female;0.0;0.0;40.0;United-States;<=50K
20.0;Private;289944.0;Some-college;10.0;Never-married;Other-service;Own-child;White;Female;0.0;0.0;25.0;United-States;<=50K
48.0;Private;345006.0;Bachelors;13.0;Never-married;Prof-specialty;Not-in-family;White;Female;0.0;0.0;45.0;Mexico;<=50K
35.0;Local-gov;27763.0;HS-grad;9.0;Married-civ-spouse;Other-service;Husband;Amer-Indian-Eskimo;Male;0.0;0.0;40.0;United-States;<=50K
22.0;Private;113062.0;Bachelors;13.0;Never-married;Prof-specialty;Own-child;White;Female;0.0;0.0;40.0;United-States;<=50K
65.0;Private;123965.0;Bachelors;13.0;Widowed;Other-service;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
61.0;Private;226297.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
42.0;Self-emp-not-inc;119207.0;HS-grad;9.0;Never-married;Exec-managerial;Not-in-family;White;Male;0.0;0.0;48.0;United-States;<=50K
51.0;Private;106151.0;11th;7.0;Divorced;Transport-moving;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
47.0;Private;265275.0;Some-college;10.0;Never-married;Other-service;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
21.0;Private;50411.0;HS-grad;9.0;Never-married;Farming-fishing;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
29.0;Private;94892.0;Some-college;10.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
34.0;Private;242960.0;Assoc-voc;11.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;50.0;United-States;<=50K
35.0;Private;119992.0;Assoc-acdm;12.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;45.0;United-States;<=50K
22.0;Private;109482.0;Some-college;10.0;Never-married;Prof-specialty;Own-child;White;Male;0.0;0.0;98.0;United-States;<=50K
20.0;Private;176178.0;HS-grad;9.0;Never-married;Sales;Own-child;White;Female;0.0;0.0;35.0;United-States;<=50K
21.0;Private;265148.0;HS-grad;9.0;Never-married;Handlers-cleaners;Other-relative;White;Male;0.0;0.0;38.0;Jamaica;<=50K
23.0;Private;201680.0;12th;8.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
34.0;State-gov;287908.0;HS-grad;9.0;Never-married;Other-service;Own-child;Black;Male;0.0;0.0;42.0;United-States;<=50K
38.0;Private;376025.0;7th-8th;4.0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
27.0;Private;57052.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;2885.0;0.0;40.0;United-States;<=50K
62.0;Private;152148.0;9th;5.0;Married-civ-spouse;Other-service;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
21.0;Private;253190.0;HS-grad;9.0;Never-married;Other-service;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
25.0;Private;50053.0;HS-grad;9.0;Never-married;Other-service;Not-in-family;Black;Male;0.0;0.0;40.0;Japan;<=50K
50.0;Private;143664.0;Bachelors;13.0;Never-married;Exec-managerial;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
50.0;Private;113290.0;HS-grad;9.0;Married-civ-spouse;Sales;Wife;White;Female;0.0;0.0;15.0;United-States;<=50K
51.0;State-gov;105943.0;HS-grad;9.0;Married-civ-spouse;Adm-clerical;Wife;White;Female;3908.0;0.0;40.0;United-States;<=50K
34.0;Private;182401.0;Assoc-acdm;12.0;Divorced;Adm-clerical;Not-in-family;Black;Male;0.0;0.0;40.0;United-States;<=50K
22.0;Private;162343.0;Some-college;10.0;Never-married;Adm-clerical;Other-relative;Black;Male;0.0;0.0;22.0;United-States;<=50K
30.0;State-gov;290677.0;Masters;14.0;Never-married;Adm-clerical;Not-in-family;Black;Female;0.0;0.0;20.0;United-States;<=50K
43.0;Private;145762.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
60.0;Private;297261.0;Some-college;10.0;Widowed;Sales;Not-in-family;White;Female;0.0;0.0;15.0;United-States;<=50K
27.0;Private;420351.0;HS-grad;9.0;Never-married;Transport-moving;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
38.0;Private;31053.0;HS-grad;9.0;Divorced;Exec-managerial;Unmarried;White;Female;0.0;0.0;40.0;United-States;<=50K
17.0;Private;108909.0;HS-grad;9.0;Never-married;Sales;Own-child;White;Female;0.0;0.0;20.0;United-States;<=50K
35.0;Private;331831.0;Bachelors;13.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
40.0;Private;174515.0;HS-grad;9.0;Widowed;Machine-op-inspct;Unmarried;White;Female;0.0;0.0;40.0;United-States;<=50K
44.0;Private;462838.0;HS-grad;9.0;Divorced;Handlers-cleaners;Not-in-family;White;Female;0.0;0.0;48.0;United-States;<=50K
21.0;Private;244312.0;9th;5.0;Never-married;Craft-repair;Own-child;White;Male;0.0;0.0;30.0;El-Salvador;<=50K
54.0;Local-gov;152540.0;Some-college;10.0;Divorced;Craft-repair;Unmarried;White;Male;0.0;0.0;42.0;United-States;<=50K
52.0;Private;169785.0;Some-college;10.0;Never-married;Exec-managerial;Not-in-family;White;Female;0.0;0.0;50.0;United-States;<=50K
29.0;Private;130045.0;7th-8th;4.0;Married-civ-spouse;Other-service;Wife;White;Female;0.0;0.0;40.0;United-States;<=50K
69.0;Private;124930.0;5th-6th;3.0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0.0;2267.0;40.0;United-States;<=50K
26.0;Private;292303.0;HS-grad;9.0;Never-married;Handlers-cleaners;Own-child;White;Female;0.0;0.0;40.0;United-States;<=50K
76.0;Private;278938.0;Bachelors;13.0;Widowed;Prof-specialty;Not-in-family;White;Female;0.0;0.0;20.0;United-States;<=50K
48.0;Private;98719.0;HS-grad;9.0;Widowed;Other-service;Not-in-family;White;Female;0.0;0.0;44.0;United-States;<=50K
45.0;Private;161954.0;Bachelors;13.0;Never-married;Prof-specialty;Not-in-family;White;Female;0.0;0.0;40.0;Germany;<=50K
38.0;Private;279315.0;HS-grad;9.0;Never-married;Other-service;Own-child;Black;Male;0.0;0.0;40.0;United-States;<=50K
39.0;Self-emp-not-inc;107233.0;HS-grad;9.0;Never-married;Craft-repair;Other-relative;Amer-Indian-Eskimo;Male;0.0;0.0;40.0;United-States;<=50K
29.0;Local-gov;133327.0;Some-college;10.0;Never-married;Farming-fishing;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
44.0;Private;367749.0;Bachelors;13.0;Never-married;Prof-specialty;Not-in-family;White;Female;0.0;0.0;45.0;Mexico;<=50K
19.0;Private;172582.0;Some-college;10.0;Never-married;Sales;Own-child;White;Male;0.0;0.0;30.0;United-States;<=50K
21.0;Private;213341.0;11th;7.0;Married-spouse-absent;Handlers-cleaners;Own-child;White;Male;0.0;1762.0;40.0;Dominican-Republic;<=50K
58.0;Private;182123.0;HS-grad;9.0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0.0;0.0;44.0;United-States;<=50K
52.0;State-gov;104280.0;Some-college;10.0;Married-civ-spouse;Tech-support;Husband;White;Male;0.0;0.0;50.0;United-States;<=50K
64.0;Private;126233.0;HS-grad;9.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;20.0;United-States;<=50K
55.0;Private;750972.0;7th-8th;4.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;41.0;United-States;<=50K
22.0;Federal-gov;32950.0;Some-college;10.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;1902.0;37.0;United-States;<=50K
34.0;Private;90705.0;Some-college;10.0;Married-civ-spouse;Tech-support;Husband;White;Male;0.0;1485.0;40.0;United-States;<=50K
33.0;Private;163110.0;HS-grad;9.0;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;3781.0;0.0;40.0;United-States;<=50K
45.0;Private;274689.0;10th;6.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;60.0;United-States;<=50K
33.0;Local-gov;33727.0;Masters;14.0;Married-civ-spouse;Prof-specialty;Wife;White;Female;0.0;0.0;40.0;United-States;<=50K
30.0;Private;293512.0;Assoc-voc;11.0;Never-married;Prof-specialty;Not-in-family;Black;Male;0.0;0.0;40.0;United-States;<=50K
31.0;Private;61308.0;10th;6.0;Never-married;Other-service;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
54.0;Private;138944.0;HS-grad;9.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;44.0;United-States;<=50K
48.0;Private;105138.0;HS-grad;9.0;Divorced;Exec-managerial;Unmarried;Asian-Pac-Islander;Female;0.0;0.0;40.0;United-States;<=50K
45.0;Private;127738.0;Some-college;10.0;Married-civ-spouse;Other-service;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
42.0;Federal-gov;178470.0;HS-grad;9.0;Divorced;Adm-clerical;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
27.0;Private;213421.0;Prof-school;15.0;Never-married;Prof-specialty;Not-in-family;White;Male;0.0;0.0;50.0;United-States;<=50K
23.0;Private;147253.0;Assoc-acdm;12.0;Never-married;Sales;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
43.0;Private;164693.0;Assoc-voc;11.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;50.0;United-States;<=50K
37.0;Private;225504.0;Masters;14.0;Never-married;Sales;Not-in-family;White;Male;0.0;0.0;50.0;United-States;<=50K
17.0;Private;143791.0;10th;6.0;Never-married;Other-service;Own-child;Black;Female;0.0;0.0;12.0;United-States;<=50K
38.0;Private;188503.0;Some-college;10.0;Never-married;Adm-clerical;Unmarried;White;Female;6497.0;0.0;35.0;United-States;<=50K
36.0;Private;218490.0;Assoc-voc;11.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;60.0;United-States;<=50K
24.0;Local-gov;111450.0;10th;6.0;Never-married;Craft-repair;Unmarried;Black;Male;0.0;0.0;65.0;Haiti;<=50K
27.0;Private;180262.0;Some-college;10.0;Never-married;Exec-managerial;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
40.0;Private;183765.0;HS-grad;9.0;Married-civ-spouse;Other-service;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
53.0;Private;189511.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
77.0;Private;344425.0;9th;5.0;Married-civ-spouse;Priv-house-serv;Wife;Black;Female;0.0;0.0;10.0;United-States;<=50K
62.0;Private;143943.0;Bachelors;13.0;Widowed;Tech-support;Unmarried;White;Female;0.0;0.0;7.0;United-States;<=50K
36.0;State-gov;36397.0;Bachelors;13.0;Divorced;Prof-specialty;Not-in-family;White;Female;0.0;0.0;55.0;United-States;<=50K
24.0;Private;190015.0;HS-grad;9.0;Never-married;Sales;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
38.0;Private;107125.0;Some-college;10.0;Never-married;Sales;Not-in-family;White;Male;0.0;0.0;60.0;United-States;<=50K
43.0;Private;223277.0;Some-college;10.0;Divorced;Craft-repair;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
33.0;Private;166961.0;Some-college;10.0;Never-married;Adm-clerical;Not-in-family;White;Female;0.0;0.0;38.0;United-States;<=50K
43.0;Local-gov;174395.0;Masters;14.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;50.0;United-States;<=50K
17.0;Private;224073.0;11th;7.0;Never-married;Sales;Own-child;White;Male;0.0;0.0;20.0;United-States;<=50K
43.0;Private;172577.0;Some-college;10.0;Divorced;Adm-clerical;Not-in-family;White;Female;0.0;0.0;44.0;United-States;<=50K
17.0;Private;53367.0;9th;5.0;Never-married;Other-service;Own-child;White;Female;0.0;0.0;35.0;United-States;<=50K
41.0;Private;184466.0;11th;7.0;Married-civ-spouse;Protective-serv;Husband;White;Male;0.0;0.0;55.0;United-States;<=50K
38.0;Private;119992.0;Some-college;10.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
43.0;Local-gov;216116.0;Masters;14.0;Separated;Prof-specialty;Unmarried;Black;Female;0.0;0.0;37.0;United-States;<=50K
35.0;Self-emp-not-inc;230268.0;Some-college;10.0;Married-civ-spouse;Other-service;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
41.0;Local-gov;81054.0;Some-college;10.0;Divorced;Exec-managerial;Unmarried;White;Female;0.0;0.0;25.0;United-States;<=50K
31.0;Private;241885.0;HS-grad;9.0;Never-married;Farming-fishing;Unmarried;White;Male;0.0;0.0;45.0;United-States;<=50K
28.0;Private;274579.0;HS-grad;9.0;Married-civ-spouse;Transport-moving;Husband;White;Male;0.0;0.0;60.0;United-States;<=50K
58.0;Local-gov;292379.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
46.0;Local-gov;170092.0;Masters;14.0;Never-married;Prof-specialty;Not-in-family;White;Female;0.0;0.0;43.0;United-States;<=50K
48.0;Private;99127.0;Assoc-acdm;12.0;Married-civ-spouse;Transport-moving;Husband;White;Male;0.0;0.0;45.0;United-States;<=50K
43.0;Private;143368.0;HS-grad;9.0;Divorced;Farming-fishing;Not-in-family;Black;Male;0.0;0.0;40.0;United-States;<=50K
29.0;Private;143582.0;HS-grad;9.0;Married-civ-spouse;Adm-clerical;Wife;Asian-Pac-Islander;Female;0.0;0.0;35.0;Vietnam;<=50K
47.0;Self-emp-not-inc;158451.0;Some-college;10.0;Divorced;Other-service;Not-in-family;White;Female;0.0;0.0;45.0;United-States;<=50K
31.0;Private;289731.0;Some-college;10.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
40.0;Private;240027.0;Some-college;10.0;Never-married;Sales;Unmarried;Black;Female;0.0;0.0;45.0;United-States;<=50K
35.0;Private;194809.0;11th;7.0;Divorced;Machine-op-inspct;Unmarried;White;Female;0.0;0.0;40.0;United-States;<=50K
21.0;Private;147655.0;HS-grad;9.0;Never-married;Adm-clerical;Own-child;White;Female;0.0;0.0;40.0;United-States;<=50K
